"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.654297516E0,-2.288919389E-1,4.420717061E-2,3.455349803E-2
5.674188298E0,-2.198374718E-1,-8.535179496E-2,1.478010789E-2
5.694059548E0,-2.022611201E-1,-1.125152409E-1,2.017285116E-2
5.713958871E0,-2.027937323E-1,-1.870815456E-2,1.371487509E-2
5.733856579E0,-2.193048447E-1,6.924014539E-2,-6.657706108E-4
5.753728818E0,-1.995980442E-1,4.846810177E-2,-1.611164957E-2
5.773627829E0,-1.665092409E-1,-7.523208112E-2,-4.007939249E-2
5.793522048E0,-1.595852226E-1,-1.844850481E-1,-5.818835273E-2
5.813397985E0,-1.452045739E-1,-1.786262691E-1,-6.191666797E-2
5.833302985E0,-1.143128201E-1,-8.002562821E-2,-5.179695413E-2
5.853209600E0,-9.666989744E-2,2.077204362E-2,-5.126433820E-2
5.873122464E0,-8.122401685E-2,3.728315607E-2,-6.724283099E-2
5.892975798E0,-6.418029219E-2,-3.095833398E-2,-7.689651102E-2
5.912872673E0,-5.139749497E-2,-7.037195563E-2,-6.830807030E-2
5.932756162E0,-2.157096937E-2,-1.018629037E-2,-5.552527308E-2
5.952617673E0,-1.997311920E-4,8.628387749E-2,-6.830807030E-2
5.972531683E0,7.256899960E-3,1.289597750E-1,-1.035273373E-1
5.992426214E0,4.720313847E-2,1.081211492E-1,-1.445388049E-1
6.012319704E0,1.058575287E-1,6.338136643E-2,-1.856168509E-1
6.032186371E0,1.489994675E-1,-5.392742343E-3,-2.047910541E-1
6.052094027E0,1.527277827E-1,-8.002562821E-2,-1.957365721E-1
6.071960537E0,1.260969639E-1,-9.706936032E-2,-2.175738513E-1
6.091852308E0,1.149120107E-1,-1.151783243E-1,-2.191716880E-1
6.111765121E0,9.413997084E-2,-1.993983090E-1,-1.813559234E-1
6.131649235E0,-2.636451647E-2,-3.555881083E-1,-1.338864714E-1
6.151535173E0,-1.553242952E-1,-4.413393438E-1,-6.031882018E-2
6.171405381E0,-2.581858635E-1,-4.061866701E-1,2.529928461E-3
6.191324287E0,-4.447347820E-1,-3.145100474E-1,6.544525176E-2
6.211182725E0,-6.696987152E-1,-1.733001024E-1,1.235670298E-1
6.231082048E0,-8.535845280E-1,-2.776263654E-2,1.091863886E-1
6.250957985E0,-9.958597422E-1,1.038602218E-1,3.561872989E-2
6.270846423E0,-1.105112672E0,2.856155932E-1,-5.925358832E-2
6.290772412E0,-1.160571337E0,5.553193092E-1,-2.682389915E-1
6.310652308E0,-1.148321152E0,6.678345203E-1,-6.711633801E-1
6.330512516E0,-1.142995000E0,1.614493728E-1,-1.036272049E0
6.350403923E0,-1.160571337E0,-1.237135053E0,-1.218559980E0
6.370333558E0,-1.165897489E0,-3.226857185E0,-1.155112028E0
6.390215433E0,-1.226682425E0,-4.897275448E0,-9.999874830E-1
6.410094339E0,-1.323685169E0,-5.556588173E0,-1.050652623E0
6.430011996E0,-1.269291759E0,-5.053399086E0,-1.593255758E0
6.449870902E0,-1.022490501E0,-3.811004400E0,-2.990774870E0
6.469773298E0,-6.862097979E-1,-2.917140722E0,-5.089749813E0
6.489684808E0,-4.772909582E-1,-3.154887438E0,-7.230268955E0
6.509549027E0,-6.691660881E-1,-4.588624477E0,-8.813272476E0
6.529458558E0,-1.705837488E0,-6.300120831E0,-1.012231064E1
6.549345329E0,-3.287775040E0,-7.203571796E0,-1.129866028E1
6.569227412E0,-4.026514053E0,-7.641648769E0,-1.166163826E1
6.589120016E0,-1.990987062E0,-8.072336197E0,-9.002484322E0
6.609010329E0,1.811428785E0,-5.579490662E0,-3.685306787E0
6.628922933E0,3.180186510E0,-1.153980255E0,2.616944551E0
6.648789339E0,1.855702519E0,3.442034245E0,6.489133358E0
6.668683714E0,7.390719652E-1,8.073334694E0,5.822896481E0
6.688557829E0,-1.052583382E-1,1.042703342E1,4.983959198E0
6.708458766E0,-6.814162731E-1,1.011738396E1,5.855985165E0
6.728344964E0,-1.017164350E0,9.102016449E0,6.378815174E0
6.748245850E0,-1.356707454E0,7.917677402E0,6.124623775E0
6.768136214E0,-1.622682810E0,6.394860268E0,5.839407921E0
6.788045016E0,-1.464895129E0,5.043212414E0,5.649130344E0
6.807887725E0,-1.074220896E0,4.182371140E0,5.306991100E0
6.827804652E0,-6.862097979E-1,3.672856808E0,4.788887978E0
6.847705016E0,-4.085168540E-1,3.228321791E0,4.106140614E0
6.867560485E0,-1.436067224E-1,2.718274832E0,3.479317427E0
6.887471423E0,1.098521519E-2,2.177269697E0,3.052358627E0
6.907355537E0,8.655018173E-4,1.587197185E0,2.565746784E0
6.927266996E0,-2.902759984E-2,8.415340781E-1,2.076472044E0
6.947163766E0,1.569887102E-1,3.462007269E-2,1.698047996E0
6.967075902E0,4.784227908E-1,-5.421370268E-1,1.291861296E0
6.986925746E0,7.230269313E-1,-8.698959351E-1,9.294158220E-1
7.006811475E0,8.008555174E-1,-1.097522855E0,6.410705447E-1
7.026701006E0,6.985265613E-1,-1.295256734E0,4.401409626E-1
7.046592673E0,6.084477901E-1,-1.268026710E0,3.324858546E-1
7.066467100E0,6.297524571E-1,-8.906679749E-1,2.791576385E-1
7.086350121E0,6.623086333E-1,-4.035235941E-1,2.898099720E-1
7.106230381E0,6.388735175E-1,-2.083862014E-2,3.282249272E-1
7.126123610E0,5.332822800E-1,1.816888005E-1,3.117138147E-1
7.146041266E0,4.314859509E-1,1.545253694E-1,2.477332503E-1
7.165927412E0,4.123117626E-1,-2.350170352E-2,1.965354979E-1
7.185787881E0,4.368121028E-1,-2.153768092E-1,2.067217827E-1
7.205701371E0,4.421382844E-1,-3.352820873E-1,2.466680259E-1
7.225577829E0,4.011268020E-1,-3.752949238E-1,2.482658774E-1
7.245463141E0,3.169068098E-1,-3.731644452E-1,2.045913190E-1
7.265364131E0,2.294911444E-1,-3.715665936E-1,1.954702586E-1
7.285263350E0,1.692388952E-1,-3.033251166E-1,1.810896099E-1
7.305145954E0,1.149120107E-1,-2.377467006E-1,1.448716968E-1
7.325139027E0,5.146406963E-2,-2.569209039E-1,1.097190008E-1
7.344935329E0,-1.145125460E-2,-2.894770801E-1,5.106460676E-2
7.364830485E0,-4.926702753E-2,-2.937380075E-1,2.443378232E-2
7.384735954E0,-7.430000603E-2,-2.719007432E-1,2.549901605E-2
