"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.250957985E0,2.541070938E0,-4.591531754E-1,7.577884197E-1
6.270846423E0,2.853619814E0,-4.263305664E-2,8.896064758E-1
6.290772412E0,2.766350985E0,1.144849300E0,2.050035477E0
6.310652308E0,2.490285873E0,4.468856812E0,4.617296219E0
6.330512516E0,1.693913460E0,8.678339958E0,7.131341457E0
6.350403923E0,1.216544151E0,1.235680008E1,9.489005089E0
6.370333558E0,4.296313763E0,1.732472801E1,9.890098572E0
6.390215433E0,8.432327271E0,2.136274719E1,7.745118618E0
6.410094339E0,1.139303780E1,2.151185799E1,3.784940720E0
6.430011996E0,1.251236820E1,1.801397324E1,-4.669580460E-1
6.449870902E0,9.999149323E0,1.088669395E1,-3.004351139E0
6.469773298E0,5.513751507E0,7.095098495E-1,-4.332914352E0
6.489684808E0,2.584687471E0,-9.371910095E0,-6.233948231E0
6.509549027E0,2.508440495E0,-1.841967392E1,-7.831663609E0
6.529458558E0,2.971211910E0,-3.128464699E1,-7.470393181E0
6.549345329E0,2.307381630E0,-4.771466827E1,-3.283939838E0
6.569227412E0,-2.562790394E0,-4.327325439E1,4.580544472E0
6.589120016E0,-3.153491020E0,-1.983955765E1,-7.078969002E0
6.609010329E0,1.464694381E0,-1.951254964E0,-1.181868744E1
6.628922933E0,8.857761383E0,-2.438408732E-1,-1.958643436E0
6.648789339E0,7.425607204E0,-8.990124702E0,-1.810693741E0
6.668683714E0,6.347321033E0,-1.216869068E1,-6.124248505E0
6.688557829E0,6.165012360E0,-1.100986004E1,-6.672125816E0
6.708458766E0,2.971922398E0,-1.013504791E1,-3.610745430E0
6.728344964E0,-2.052621841E-1,-9.206435204E0,-1.201326847E0
6.748245850E0,-3.105082035E0,-7.346687317E0,-2.019705772E-1
6.768136214E0,-4.564640045E0,-7.160359383E0,-6.817107201E-1
6.788045016E0,-3.677334785E0,-5.757841110E0,-1.314846039E0
6.807887725E0,-2.115111351E0,-1.411393523E0,-8.510415554E-1
6.827804652E0,-1.228419304E0,1.399784088E0,4.410648346E-1
6.847705016E0,-1.230926514E-1,2.176407814E0,7.204022408E-1
6.867560485E0,1.510137081E0,3.588948727E0,1.194607973E0
6.887471423E0,2.088926315E0,5.385653496E0,2.584718704E0
6.907355537E0,1.561819077E0,5.680598259E0,4.071094513E0
6.927266996E0,1.021276474E0,4.205131531E0,4.609646797E0
6.947163766E0,1.302233219E0,3.292421818E0,4.497580528E0
6.967075902E0,2.519782066E0,4.213737965E0,3.734061480E0
