"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.162620102E0,2.873234749E-1,-7.378511429E-1,-1.570802927E-1
7.182510415E0,2.702274323E-1,-5.511174202E-1,-9.757947922E-2
7.202403748E0,1.721487045E-1,-3.189682961E-1,-6.895899773E-2
7.222308956E0,9.730815887E-3,-5.309581757E-2,-2.481508255E-2
7.242206821E0,-1.709566116E-1,1.865034103E-1,2.069854736E-2
7.262064425E0,-4.549975395E-1,3.755722046E-1,9.228944778E-2
7.281983123E0,-6.380867958E-1,6.231946945E-1,2.749925852E-1
7.301885988E0,-7.920041084E-1,7.804346085E-1,4.306148291E-1
7.321758904E0,-7.945685387E-1,8.094139099E-1,4.604605436E-1
7.341644008E0,-6.005783081E-1,7.727861404E-1,3.836672306E-1
7.361547446E0,-3.109693527E-1,6.941080093E-1,3.134694099E-1
7.381436456E0,-8.070850372E-2,6.419229507E-1,1.979813576E-1
7.401313800E0,7.677173615E-2,5.380764008E-1,3.348028660E-2
7.421227290E0,1.746253967E-1,3.696308136E-1,-8.277511597E-2
7.441091092E0,2.283544540E-1,1.303300858E-1,-1.582027674E-1
7.460971040E0,2.674884796E-1,-1.132612228E-1,-2.764902115E-1
7.480874998E0,3.525333405E-1,-2.844114304E-1,-3.586748838E-1
7.500773436E0,4.848914146E-1,-3.711838722E-1,-4.001821280E-1
7.520669581E0,6.165852547E-1,-4.247493744E-1,-4.175940752E-1
7.540561873E0,6.432199478E-1,-5.362606049E-1,-3.151506186E-1
