"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.544889708E0,7.731757641E0,2.266593218E0,1.462472677E0
5.564738708E0,8.346242905E0,2.015111208E0,9.763419032E-1
5.584587708E0,8.391029358E0,2.347936630E0,2.791544423E-2
5.604436708E0,7.426686287E0,3.776486635E0,-8.131777644E-1
5.624286708E0,5.848449230E0,7.477122307E0,-1.111096144E0
5.644135708E0,4.788624763E0,1.016244793E1,-2.532787919E-1
5.663984708E0,4.233830929E0,8.894133568E0,6.403795481E-1
5.683834708E0,3.697131872E0,6.090748787E0,5.891980529E-1
5.703683708E0,2.967781544E0,4.601263046E0,-1.652604192E-1
5.723532708E0,2.351631880E0,4.110585213E0,-5.357006192E-1
5.743382708E0,1.998271227E0,3.605878592E0,-7.429760695E-2
5.763231542E0,1.981661320E0,2.983626366E0,5.554931164E-1
5.783080542E0,2.103343487E0,2.152355671E0,9.185757637E-1
5.802929542E0,1.991984010E0,1.333581924E0,1.251562357E0
5.822779542E0,1.852080941E0,1.147672176E0,1.674483299E0
5.842628542E0,2.031387568E0,1.387227654E0,2.037279606E0
5.862477542E0,2.338904142E0,1.471326590E0,2.154557228E0
5.882327542E0,2.296293497E0,6.164992452E-1,1.997501731E0
5.902176542E0,1.925665021E0,-1.353241444E0,1.994176626E0
5.922025542E0,1.584492326E0,-3.490474224E0,2.062949419E0
5.941875542E0,1.293662071E0,-4.284979343E0,1.834571004E0
5.961724542E0,1.231929898E0,-3.252479315E0,1.516689539E0
5.981573542E0,1.394496441E0,-1.475136399E0,1.515190840E0
6.001422542E0,1.381195188E0,-4.913926125E-1,1.852752566E0
6.021272542E0,1.048058987E0,-3.815626800E-1,1.788068891E0
6.041121542E0,7.709218264E-1,-9.051285982E-1,1.484182477E0
6.060970542E0,4.084803462E-1,-1.626176119E0,1.441570997E0
6.080820542E0,-1.551293582E-1,-2.036848783E0,1.610985041E0
6.100669542E0,-4.873907566E-1,-2.289700747E0,1.863341928E0
6.120518542E0,-6.480484605E-1,-2.448531628E0,1.909478784E0
6.140368542E0,-8.554030657E-1,-2.739767075E0,1.783719420E0
6.160217542E0,-1.322093606E0,-3.655325651E0,1.520466566E0
6.180066542E0,-1.915780544E0,-4.551344872E0,1.128940940E0
6.199915542E0,-3.250537395E0,-5.243174553E0,4.793760478E-1
6.219765542E0,-6.170506954E0,-6.148241997E0,1.537582576E-1
6.239614542E0,-9.311692238E0,-6.887888432E0,-2.012738734E-1
6.259463542E0,-1.201155090E1,-4.944200039E0,-4.455327094E-1
6.279312542E0,-1.457984161E1,-1.483972430E0,-3.419118747E-2
6.299162542E0,-1.583031654E1,-2.543399036E-1,-2.575010061E-1
6.319011542E0,-1.477728081E1,-2.108233929E0,4.874177575E-1
6.338860542E0,-1.214666271E1,-1.287988782E0,-5.355352163E-1
6.358710542E0,-8.882430077E0,-3.281463087E-1,5.266703963E-1
6.378559542E0,-5.545976639E0,1.047511697E0,1.718249798E0
6.398408542E0,-2.422333956E0,3.109616041E0,1.241150856E0
6.418257542E0,-8.113748431E-1,4.547701836E0,1.227905869E0
6.438107542E0,-8.559525758E-2,6.314363956E0,9.245633483E-1
6.457956542E0,1.001035213E0,7.913300514E0,5.787473917E-1
6.477805542E0,2.166897535E0,8.620746613E0,5.734838843E-1
6.497655542E0,3.082726002E0,8.258362770E0,7.759360075E-1
6.517504542E0,3.423275471E0,6.586435795E0,1.037209272E0
6.537353542E0,3.432188511E0,4.383543491E0,9.407243133E-1
6.557203542E0,3.508525848E0,1.961219668E0,6.277089119E-1
6.577052542E0,3.299372673E0,-3.305225819E-2,4.534696937E-1
6.596901542E0,2.471336842E0,-9.398792982E-1,5.553706884E-1
6.616751542E0,1.444197059E0,-5.261043310E-1,8.266490698E-1
6.636600542E0,9.233764410E-1,2.196358442E-1,1.287877679E0
6.656449542E0,8.536746502E-1,1.082341552E0,1.617098927E0
6.676298542E0,8.109303713E-1,1.575941920E0,2.078764439E0
6.696148542E0,1.029909968E0,1.915882587E0,2.625929117E0
6.715997542E0,1.620990872E0,2.626769304E0,3.079427242E0
6.735846542E0,2.216830969E0,2.098981619E0,3.463285923E0
6.755696792E0,1.575172782E0,-9.826184064E-2,3.343569517E0
6.775545792E0,5.436279774E-1,-2.256601810E0,2.376610279E0
6.795394792E0,1.319597065E-1,-2.565861940E0,1.575596690E0
6.815244792E0,4.694721997E-1,-6.433131695E-1,1.497124553E0
6.835093792E0,1.299003005E0,2.428849459E0,1.242004037E0
6.854942792E0,1.980955958E0,3.720042467E0,1.158149123E0
6.874792792E0,1.921176076E0,2.082125187E0,1.542755127E0
6.894641792E0,1.360106230E0,-5.566179156E-1,1.653549075E0
6.914490792E0,7.571447492E-1,-2.460909843E0,8.996571302E-1
6.934340792E0,5.423716307E-1,-2.523221016E0,1.100625843E-2
6.954189792E0,4.969577789E-1,-1.291495562E0,-3.595853150E-1
6.974038792E0,5.223388672E-1,3.442977965E-1,-7.670936584E-1
6.993888792E0,5.973366499E-1,1.061356068E0,-7.965723872E-1
7.013737792E0,7.285512686E-1,5.786007047E-1,-4.204257429E-1
7.033586792E0,7.452013493E-1,-8.350040913E-1,-6.647533923E-2
7.053436792E0,6.939014792E-1,-1.797092438E0,-6.601646543E-1
7.073285792E0,1.614274383E-1,-2.114259243E0,-9.593134522E-1
7.093134792E0,-3.770879209E-1,-1.851173878E0,-8.882574439E-1
7.112983792E0,-4.244445562E-1,-5.809159279E-1,-8.817028999E-1
7.132833792E0,-1.400882006E-1,1.447158337E0,-8.087551594E-1
7.152682792E0,9.761644900E-2,2.004382372E0,-7.642143369E-1
7.172531792E0,-1.766307950E-1,8.088986278E-1,-8.319990635E-1
