,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
1832,2.603,1.74,1.724,4.692,8.028,7.931,righthook
1833,2.401,1.614,1.57,4.11,7.286,6.6,righthook
1834,1.79,3.354,1.593,5.678,7.222,7.684,jab
1835,2.494,2.098,1.179,3.302,6.501,6.601,leftuppercut
1836,0.528,2.255,1.251,2.921,2.709,2.088,cross
1837,1.319,2.266,1.412,2.231,3.795,1.856,jab
1838,1.406,2.339,2.283,10.271,9.413,5.247,cross
1839,0.899,1.043,0.719,3.517,4.42,3.053,lefthook
1840,1.0,1.695,1.62,2.463,5.205,1.441,cross
1841,0.814,1.95,1.879,2.7,5.348,1.59,cross
1842,0.967,2.549,1.754,4.98,7.513,4.356,jab
1843,0.29,0.382,0.052,0.275,0.22,0.862,righthook
1844,0.53,2.128,1.725,1.839,5.766,2.072,cross
1845,1.594,0.777,1.38,3.259,3.992,4.254,righthook
1846,0.467,2.16,1.039,2.355,2.978,1.827,cross
1847,1.329,2.079,1.671,8.865,9.665,6.465,cross
1848,2.271,2.483,1.54,4.515,10.723,10.747,leftuppercut
1849,1.996,0.763,1.255,3.399,4.129,4.597,rightuppercut
1850,1.859,1.78,1.612,4.085,8.411,7.286,lefthook
1851,1.107,1.755,2.007,8.683,5.736,5.285,lefthook
1852,0.583,2.114,1.204,2.895,2.751,2.168,cross
1853,2.81,1.703,1.148,5.042,10.305,10.634,rightuppercut
1854,0.511,0.23,0.297,0.39,0.14,0.403,leftnopunch
1855,1.611,1.611,1.302,2.865,4.683,3.741,leftuppercut
1856,2.656,2.143,1.506,4.243,8.025,9.583,leftuppercut
1857,0.487,0.196,0.313,0.614,0.375,0.496,leftnopunch
1858,2.185,1.818,1.979,4.157,7.921,7.13,lefthook
1859,0.061,0.069,0.108,0.169,0.105,0.069,rightnopunch
1860,0.406,0.189,0.216,0.493,0.416,0.423,leftnopunch
1861,0.63,2.755,1.48,4.557,3.635,3.043,jab
1862,0.114,0.18,0.175,1.123,0.904,1.141,leftnopunch
1863,1.375,1.459,2.174,10.039,8.54,6.411,lefthook
1864,1.435,2.394,1.618,2.806,6.246,7.613,rightuppercut
1865,3.45,2.667,3.156,10.325,12.564,14.841,rightuppercut
1866,0.339,0.288,0.479,0.723,0.515,0.489,rightnopunch
1867,1.796,3.219,1.398,5.627,6.898,6.431,jab
1868,1.257,2.275,1.26,2.205,4.386,1.692,jab
1869,0.79,0.776,0.584,1.691,3.767,3.235,leftuppercut
1870,0.325,0.463,0.358,0.683,0.455,0.863,rightnopunch
1871,0.268,0.484,0.447,2.883,2.264,1.756,leftnopunch
1872,0.414,1.257,0.874,2.426,2.93,1.58,cross
1873,0.203,0.284,0.356,1.362,1.598,1.149,rightnopunch
1874,0.43,0.278,0.539,0.635,0.928,0.725,leftuppercut
1875,1.86,1.666,1.865,4.263,7.801,7.904,rightuppercut
1876,1.803,1.955,3.123,11.817,11.207,8.66,righthook
1877,0.136,0.172,0.123,0.159,0.693,0.34,lefthook
1878,0.058,0.058,0.065,0.273,0.159,0.094,rightnopunch
1879,1.234,0.869,0.748,1.456,4.889,3.941,leftuppercut
1880,2.247,1.537,1.94,4.501,7.601,6.816,righthook
1881,1.161,2.699,1.359,4.604,6.323,4.915,jab
1882,1.058,0.758,0.77,1.606,4.417,3.229,leftuppercut
1883,0.516,1.736,0.742,2.69,2.906,2.597,cross
1884,0.461,0.312,0.468,0.88,0.952,0.849,rightnopunch
1885,2.666,2.591,2.162,9.753,10.839,11.515,rightuppercut
1886,1.726,3.029,1.843,6.305,6.353,5.387,jab
1887,0.256,0.359,0.464,1.562,1.759,1.646,leftnopunch
1888,1.098,2.74,1.996,5.41,8.12,5.652,jab
1889,0.564,0.354,0.57,0.546,0.973,0.738,leftuppercut
1890,0.581,2.628,1.377,4.378,3.467,2.164,jab
1891,0.134,0.118,0.206,0.22,0.447,0.167,lefthook
1892,0.249,0.113,0.19,0.265,0.381,0.336,rightnopunch
1893,1.233,1.912,1.886,8.4,8.27,5.823,cross
1894,2.069,1.164,1.892,3.389,6.873,4.868,lefthook
1895,1.776,1.922,1.724,3.703,6.071,5.93,leftuppercut
1896,1.217,1.769,1.986,7.688,7.327,5.069,lefthook
1897,0.436,0.409,0.328,2.28,2.3,1.71,leftnopunch
1898,1.824,1.975,1.101,3.366,5.296,5.114,leftuppercut
1899,2.342,1.983,1.314,3.245,8.344,8.229,leftuppercut
1900,1.072,2.796,1.459,3.727,6.166,4.712,jab
1901,2.175,3.657,1.971,8.307,7.254,8.136,jab
1902,0.082,0.067,0.138,0.414,0.262,0.109,rightnopunch
1903,3.484,2.82,2.788,12.915,13.883,14.027,rightuppercut
1904,1.447,1.415,2.38,9.312,7.779,7.682,lefthook
1905,0.392,0.185,0.206,0.566,0.535,0.722,leftnopunch
1906,2.437,1.605,1.511,3.322,6.135,5.267,righthook
1907,2.058,2.172,1.307,4.123,8.139,8.408,leftuppercut
1908,0.713,2.89,1.352,4.107,2.95,2.285,jab
1909,0.364,0.376,0.546,2.405,2.439,1.22,rightuppercut
1910,0.255,0.201,0.329,1.831,2.11,1.129,rightnopunch
1911,0.096,0.077,0.099,0.189,0.242,0.139,leftnopunch
1912,1.194,1.346,0.534,2.0,4.817,3.715,lefthook
1913,1.119,1.52,1.824,8.371,7.432,6.663,lefthook
1914,1.796,1.943,2.108,4.08,6.912,7.085,rightuppercut
1915,2.222,1.928,1.442,4.171,8.158,8.322,leftuppercut
1916,1.272,2.876,1.665,8.876,10.2,4.985,cross
1917,1.763,1.217,1.356,3.572,7.244,5.466,righthook
1918,0.059,0.096,0.08,0.244,0.166,0.107,rightnopunch
1919,0.387,0.426,0.433,1.301,2.515,1.356,rightnopunch
1920,1.967,1.246,1.363,3.598,7.719,7.253,righthook
1921,1.026,1.903,1.203,2.009,2.812,1.498,jab
1922,0.466,0.681,0.589,2.113,2.919,1.627,lefthook
1923,0.599,2.658,1.596,4.76,3.533,2.649,jab
1924,1.427,2.532,3.685,15.283,12.186,7.684,righthook
1925,0.588,0.584,0.622,0.988,4.149,2.01,leftuppercut
1926,0.204,0.12,0.062,0.228,0.229,0.295,righthook
1927,0.198,0.226,0.151,0.33,0.359,0.24,rightnopunch
1928,1.581,2.755,2.305,10.362,10.35,6.626,cross
1929,2.413,1.83,1.785,2.863,6.509,6.352,leftuppercut
1930,1.22,0.812,0.988,1.745,3.574,2.838,leftuppercut
1931,0.48,2.635,1.22,4.8,3.797,2.374,jab
1932,0.235,0.125,0.109,0.297,0.228,0.47,righthook
1933,0.913,2.088,1.487,2.938,5.562,1.383,cross
1934,1.28,2.28,2.083,8.24,8.667,5.505,cross
1935,2.002,2.143,2.08,4.038,5.937,8.372,rightuppercut
1936,1.895,0.997,1.031,3.155,4.682,6.254,rightuppercut
1937,2.887,1.648,1.053,3.54,8.176,7.749,righthook
1938,1.363,2.637,2.262,8.926,9.352,5.619,cross
1939,0.388,0.138,0.404,0.437,0.66,0.413,leftuppercut
1940,0.736,0.298,0.354,0.62,0.517,0.719,leftnopunch
1941,0.268,0.123,0.08,0.268,0.497,0.708,leftnopunch
1942,0.131,0.114,0.105,0.277,0.28,0.167,rightnopunch
1943,0.473,0.238,0.24,0.541,0.176,0.544,leftnopunch
1944,0.926,1.765,1.722,2.445,5.281,2.124,cross
1945,0.223,1.207,0.566,1.285,0.875,1.042,cross
1946,0.139,0.083,0.12,0.121,0.303,0.169,leftuppercut
1947,0.374,0.732,0.845,3.747,3.117,1.489,rightuppercut
1948,2.106,1.657,2.441,4.412,7.938,6.067,lefthook
1949,2.018,1.607,1.919,3.323,7.648,6.447,lefthook
1950,1.085,2.153,1.729,3.129,5.62,1.358,cross
1951,1.102,2.652,1.872,5.457,6.897,5.257,jab
1952,1.925,2.261,1.797,3.544,5.955,7.822,rightuppercut
1953,0.26,0.509,0.268,1.159,1.777,1.553,leftnopunch
1954,0.441,0.403,0.544,2.406,3.297,1.323,rightnopunch
1955,0.906,0.22,0.509,0.902,1.363,2.157,rightuppercut
1956,0.357,0.166,0.091,0.17,0.212,0.529,rightuppercut
1957,0.328,0.176,0.266,0.541,0.433,0.424,leftnopunch
1958,2.826,2.009,1.857,7.294,12.072,12.691,rightuppercut
1959,0.342,0.273,0.321,0.483,0.752,0.289,rightnopunch
1960,2.857,1.588,1.282,3.47,7.967,7.12,righthook
1961,2.048,2.112,1.163,3.692,7.774,5.884,leftuppercut
1962,1.139,0.888,0.984,2.19,4.664,2.929,lefthook
1963,0.214,0.25,0.136,0.428,0.256,0.285,leftnopunch
1964,0.246,1.169,0.617,0.587,0.653,0.742,cross
1965,0.139,0.206,0.184,0.651,0.357,0.306,rightnopunch
1966,0.404,0.625,0.529,1.142,2.108,1.304,leftuppercut
1967,1.306,0.525,0.905,2.494,3.548,3.441,rightuppercut
1968,1.286,1.384,1.873,8.04,7.162,5.595,lefthook
1969,0.527,2.779,1.654,4.349,3.988,2.827,jab
1970,1.077,1.619,1.304,3.062,5.315,1.317,cross
1971,1.679,1.807,1.659,4.036,5.763,6.231,leftuppercut
1972,0.381,0.318,0.604,0.503,0.524,0.618,rightnopunch
1973,1.561,1.643,3.357,13.309,10.287,7.617,righthook
1974,0.993,2.502,0.996,3.416,4.219,4.869,jab
1975,0.947,0.378,0.829,2.372,3.109,3.309,righthook
1976,0.274,0.319,0.347,0.497,0.564,0.591,rightnopunch
1977,1.755,0.525,1.448,3.199,4.385,4.291,righthook
1978,1.327,2.323,2.164,9.2,8.415,4.511,cross
1979,1.902,3.046,2.215,3.609,6.347,8.735,rightuppercut
1980,0.211,1.03,0.478,1.185,0.81,0.66,cross
1981,2.279,2.28,2.088,6.272,8.657,10.233,rightuppercut
1982,1.531,0.901,1.386,2.281,3.836,4.151,righthook
1983,2.537,1.568,1.793,4.098,8.251,7.786,righthook
1984,1.658,2.171,1.527,3.736,6.73,7.284,rightuppercut
1985,0.486,2.057,1.114,3.536,2.842,2.33,jab
1986,0.092,0.127,0.128,0.244,0.31,0.212,leftnopunch
1987,0.348,0.261,0.435,0.653,0.649,0.947,rightnopunch
1988,0.748,1.581,1.839,2.609,5.566,2.118,cross
1989,1.684,0.783,1.009,2.502,3.543,5.045,righthook
1990,1.891,0.775,0.89,2.705,4.106,4.932,rightuppercut
1991,1.861,0.787,0.934,2.765,3.8,4.583,rightuppercut
1992,1.412,1.658,2.253,9.968,8.598,7.277,lefthook
1993,0.361,0.208,0.47,0.347,0.762,0.374,rightnopunch
1994,1.3,2.77,1.643,4.144,7.74,5.666,jab
1995,1.372,2.29,1.027,2.262,4.389,1.739,jab
1996,0.218,0.406,0.549,1.951,2.55,2.055,rightnopunch
1997,0.22,0.218,0.275,0.374,0.6,0.592,rightnopunch
1998,1.446,2.605,1.61,4.642,6.719,5.299,jab
1999,0.748,1.242,1.762,2.363,5.101,1.969,cross
2000,0.339,0.38,0.492,0.611,0.866,0.401,rightnopunch
2001,1.368,2.112,1.252,2.506,5.113,2.122,jab
2002,1.006,1.139,0.803,2.761,4.796,3.505,lefthook
2003,0.141,0.44,0.322,0.26,0.458,0.695,leftnopunch
2004,0.565,2.84,1.338,3.831,3.73,2.241,jab
2005,1.437,2.498,2.023,7.589,8.853,6.046,cross
2006,0.148,0.2,0.168,0.354,0.193,0.149,rightnopunch
2007,1.112,2.219,2.133,9.392,8.755,5.235,cross
2008,2.414,1.351,1.477,3.407,6.676,6.818,leftuppercut
2009,0.895,2.401,1.631,1.912,3.869,2.201,jab
2010,1.001,0.239,0.452,0.985,0.971,2.17,rightuppercut
2011,2.524,2.835,1.691,3.837,9.874,11.866,leftuppercut
2012,0.499,0.704,0.536,1.723,2.957,1.531,lefthook
2013,0.638,2.559,1.105,3.425,2.44,2.775,cross
2014,0.108,0.18,0.117,0.401,0.295,0.09,rightnopunch
2015,2.012,1.428,1.661,4.462,6.334,6.027,righthook
2016,1.722,0.636,1.23,2.949,4.804,3.907,righthook
2017,1.527,3.225,1.926,5.747,8.337,6.279,jab
2018,1.927,2.574,1.998,3.49,8.577,10.521,rightuppercut
2019,1.446,1.76,1.903,3.731,7.628,4.586,lefthook
2020,0.619,0.361,0.325,0.901,0.5,1.01,leftnopunch
2021,3.385,3.887,2.1,8.32,15.194,12.429,rightuppercut
2022,0.251,0.256,0.17,0.665,0.63,0.257,rightnopunch
2023,1.254,2.062,1.729,2.54,3.827,2.183,jab
2024,1.167,2.253,1.636,2.859,6.247,1.552,cross
2025,0.257,0.206,0.151,0.467,0.297,0.559,leftnopunch
2026,0.299,0.206,0.201,0.743,0.326,0.609,leftnopunch
2027,1.188,1.282,2.608,9.356,8.628,6.587,lefthook
2028,1.449,1.859,1.953,8.849,7.203,5.192,lefthook
2029,0.184,0.226,0.146,0.379,0.509,0.68,leftnopunch
2030,1.654,1.035,0.73,2.53,3.382,5.476,righthook
2031,1.342,1.634,2.248,10.246,8.712,7.518,lefthook
2032,0.749,2.146,1.561,2.152,5.653,1.877,cross
2033,2.019,1.928,1.672,3.532,6.207,8.516,leftuppercut
2034,0.48,2.463,1.033,3.665,2.911,2.601,cross
2035,0.949,2.722,1.833,5.734,6.842,5.67,jab
2036,2.593,2.058,1.837,7.312,10.988,12.037,rightuppercut
2037,2.315,1.161,2.143,3.97,7.121,5.673,lefthook
2038,0.227,0.372,0.481,0.435,0.566,0.624,rightnopunch
2039,1.512,2.854,2.21,10.836,11.247,5.891,cross
2040,2.738,1.785,1.661,4.1,9.002,8.501,righthook
2041,1.119,1.829,1.962,8.696,8.017,6.486,lefthook
2042,0.404,0.783,0.585,3.062,2.659,2.631,leftuppercut
2043,1.874,1.752,1.793,3.985,6.296,6.683,rightuppercut
2044,0.94,0.906,0.74,3.273,4.493,3.169,lefthook
2045,1.108,1.791,1.336,2.607,5.642,1.37,cross
2046,2.011,0.778,1.157,3.192,4.112,4.602,rightuppercut
2047,2.003,3.185,2.304,9.575,11.07,6.739,cross
2048,0.989,0.558,0.436,1.735,3.831,3.998,rightuppercut
2049,1.092,0.827,1.08,2.029,4.786,2.786,leftuppercut
2050,1.321,1.901,1.903,7.325,7.962,4.831,cross
2051,0.932,1.823,1.781,2.777,5.48,1.48,cross
2052,0.564,0.763,0.518,2.101,3.006,1.488,leftuppercut
2053,1.428,2.314,2.315,10.241,10.33,5.663,cross
2054,2.868,1.867,2.019,5.948,10.192,11.309,rightuppercut
2055,0.195,0.08,0.162,0.128,0.549,0.282,leftuppercut
2056,0.835,0.165,0.238,0.558,0.431,0.924,rightuppercut
2057,0.196,0.181,0.16,0.613,0.353,0.807,rightnopunch
2058,2.494,1.961,1.523,4.046,10.635,9.065,leftuppercut
2059,0.181,0.105,0.088,0.258,0.667,0.202,lefthook
2060,1.079,0.721,0.93,1.961,3.777,3.218,leftuppercut
2061,0.157,0.139,0.139,0.463,0.252,0.154,rightnopunch
2062,1.386,1.57,2.107,9.678,8.65,7.194,lefthook
2063,1.141,1.969,2.1,10.874,8.391,5.687,lefthook
2064,1.696,1.123,1.968,4.142,6.485,4.705,righthook
2065,0.119,0.231,0.144,0.943,1.067,1.258,leftnopunch
2066,0.326,0.385,0.549,0.767,0.488,0.726,rightnopunch
2067,0.201,0.198,0.214,0.476,0.423,0.409,rightnopunch
2068,1.967,3.232,1.91,6.563,7.965,6.108,jab
2069,1.054,0.815,0.845,1.836,4.199,3.279,leftuppercut
2070,2.149,1.335,1.949,2.98,7.469,5.441,lefthook
2071,0.242,0.22,0.169,0.231,0.148,0.131,rightnopunch
2072,0.805,0.182,0.288,0.61,0.912,1.507,rightuppercut
2073,1.934,2.103,1.272,4.625,7.538,7.005,leftuppercut
2074,0.422,0.466,0.231,1.003,0.969,0.58,rightnopunch
2075,0.393,0.151,0.108,0.137,0.405,0.754,rightuppercut
2076,0.596,2.227,1.216,2.499,2.868,1.745,cross
2077,1.409,1.592,3.362,14.368,13.116,8.133,righthook
2078,0.158,0.133,0.15,0.139,0.744,0.212,lefthook
2079,1.194,1.749,1.397,1.871,5.052,2.235,jab
2080,1.821,3.097,2.33,13.357,11.388,7.092,cross
2081,0.32,0.68,0.808,2.263,2.163,1.239,rightnopunch
2082,1.158,0.827,1.227,2.131,4.586,2.473,leftuppercut
2083,1.031,2.328,1.615,2.019,4.333,1.914,jab
2084,1.384,1.687,2.027,7.251,6.918,5.892,lefthook
2085,0.299,0.182,0.351,0.627,0.594,0.286,rightnopunch
2086,0.709,2.319,1.329,2.386,2.654,2.151,cross
2087,1.373,1.509,0.886,1.603,3.705,1.211,jab
2088,1.529,3.186,1.586,4.454,6.622,5.982,jab
2089,0.591,3.102,1.236,4.049,3.891,2.751,jab
2090,0.785,0.934,1.168,4.311,4.4,3.667,righthook
2091,0.222,0.173,0.101,0.169,0.291,0.508,righthook
2092,0.32,1.845,0.9,1.559,2.502,2.239,cross
2093,0.247,0.174,0.209,0.15,0.674,0.191,lefthook
2094,2.424,2.124,1.402,5.585,10.795,9.833,leftuppercut
2095,0.701,3.105,1.772,5.157,7.526,5.567,jab
2096,0.924,2.86,1.947,2.126,3.868,2.364,jab
2097,0.985,1.387,1.665,8.344,7.028,3.552,righthook
2098,0.53,2.297,1.076,2.49,2.968,1.654,cross
2099,0.066,0.137,0.176,0.388,0.302,0.097,rightnopunch
2100,0.547,0.699,0.789,1.145,3.227,1.67,leftuppercut
2101,1.03,1.611,1.71,8.519,7.315,5.608,lefthook
2102,1.391,3.201,1.638,5.95,5.376,5.487,jab
2103,1.019,2.249,1.505,1.755,3.909,1.816,jab
2104,1.267,1.701,1.724,8.174,8.66,5.717,cross
2105,1.925,2.208,1.851,3.95,6.872,7.711,rightuppercut
2106,0.51,0.199,0.287,0.522,0.321,0.477,leftnopunch
2107,1.632,0.819,0.773,2.799,4.202,4.386,rightuppercut
2108,0.787,2.163,1.178,3.149,4.461,4.148,jab
2109,0.478,2.335,1.058,3.626,2.691,2.997,cross
2110,1.264,2.131,1.469,2.243,4.064,1.683,jab
2111,2.019,1.736,1.95,2.984,6.916,6.01,lefthook
2112,0.321,0.299,0.381,0.564,0.673,0.555,rightnopunch
2113,1.33,2.753,2.124,8.194,10.088,6.67,cross
2114,2.305,1.721,1.296,4.015,9.984,9.698,leftuppercut
2115,0.53,2.558,1.334,2.515,2.654,1.892,cross
2116,1.302,0.755,1.112,2.05,4.781,3.502,leftuppercut
2117,0.588,2.786,1.325,3.881,3.607,2.049,jab
2118,1.368,1.625,2.26,8.986,7.876,5.725,lefthook
2119,0.298,0.644,0.517,1.931,2.379,1.685,rightnopunch
2120,0.685,0.479,0.592,2.628,4.241,2.256,lefthook
2121,0.235,0.276,0.54,1.864,2.465,1.902,rightnopunch
2122,0.081,0.071,0.273,0.117,0.316,0.112,leftuppercut
2123,0.187,0.271,0.184,0.427,0.483,0.295,rightnopunch
2124,0.535,0.497,0.343,1.34,1.334,1.719,leftnopunch
2125,0.922,1.17,0.781,2.687,4.151,2.366,lefthook
2126,0.318,0.251,0.287,0.309,0.651,0.35,lefthook
2127,2.009,1.855,1.785,3.55,7.961,6.417,lefthook
2128,1.705,2.003,1.75,4.572,5.765,7.071,rightuppercut
2129,1.315,2.137,1.439,2.485,3.896,1.379,jab
2130,0.437,0.129,0.184,0.109,0.502,0.723,rightuppercut
2131,2.062,1.881,1.943,4.227,8.1,7.023,lefthook
2132,0.195,0.291,0.332,1.492,1.937,1.185,rightnopunch
2133,0.213,0.294,0.399,1.743,1.677,1.365,leftnopunch
2134,2.411,2.078,1.466,3.903,8.117,8.321,leftuppercut
2135,0.632,0.694,0.823,1.76,3.096,1.907,rightnopunch
2136,1.241,2.408,1.935,8.592,9.541,5.008,cross
2137,2.164,4.009,2.008,6.799,9.764,7.8,jab
2138,0.32,0.212,0.224,0.576,0.308,0.508,leftnopunch
2139,0.196,0.136,0.122,0.299,0.68,0.818,leftnopunch
2140,0.682,2.481,1.299,3.511,2.817,2.465,cross
2141,1.259,1.895,1.219,3.966,4.545,2.382,jab
2142,1.868,0.811,0.854,2.785,3.974,4.827,rightuppercut
2143,0.281,0.214,0.388,0.466,0.474,0.454,rightnopunch
2144,0.294,0.212,0.335,0.376,0.512,0.319,rightnopunch
2145,1.967,1.794,3.165,11.905,10.993,8.955,lefthook
2146,1.128,1.645,2.079,9.32,8.884,7.897,lefthook
2147,0.34,0.256,0.397,0.684,0.569,0.593,rightnopunch
2148,1.157,1.063,1.109,2.068,4.54,3.791,leftuppercut
2149,0.952,2.013,1.531,2.383,4.308,1.524,cross
2150,0.171,0.168,0.073,0.333,0.242,0.282,righthook
2151,0.546,0.999,1.666,6.047,4.685,3.173,righthook
2152,1.744,2.115,1.798,4.168,6.224,7.602,rightuppercut
2153,0.938,3.57,1.511,4.983,9.157,5.241,jab
2154,2.694,1.627,1.476,3.942,7.156,7.103,righthook
2155,2.628,2.065,1.831,3.78,7.789,7.5,righthook
2156,2.597,2.633,1.985,5.403,10.868,12.972,leftuppercut
2157,1.897,2.878,1.383,4.964,7.212,6.891,jab
2158,0.976,2.892,1.766,6.56,8.959,5.406,jab
2159,0.092,0.088,0.07,0.372,0.352,0.188,rightnopunch
2160,1.155,1.759,1.347,3.468,4.555,7.873,leftuppercut
2161,0.819,1.743,1.667,2.738,5.077,1.872,cross
2162,0.434,0.274,0.412,0.479,0.441,0.251,leftnopunch
2163,1.69,1.845,3.7,14.841,13.612,7.749,righthook
2164,0.832,0.84,0.721,2.067,4.618,2.282,lefthook
2165,1.023,0.518,0.757,2.13,3.484,3.571,righthook
2166,0.19,0.339,0.153,0.918,1.028,1.476,leftnopunch
2167,1.644,3.331,1.311,5.407,5.869,6.402,jab
2168,1.069,2.549,1.589,4.629,6.614,5.812,jab
2169,1.024,0.436,0.812,2.835,4.487,1.734,lefthook
2170,2.068,3.412,1.482,5.865,6.041,6.276,jab
2171,0.243,0.291,0.248,1.384,1.147,1.06,leftuppercut
2172,0.743,0.397,0.251,0.334,0.533,0.566,righthook
2173,1.067,0.939,1.039,1.849,3.945,3.006,leftuppercut
2174,0.981,0.99,1.058,2.668,4.199,2.73,leftuppercut
2175,1.181,1.615,3.358,13.108,12.74,8.5,righthook
2176,1.725,0.804,1.443,3.295,6.161,4.51,lefthook
2177,2.442,1.205,2.376,4.682,8.71,7.914,lefthook
2178,1.667,1.988,3.642,15.014,14.686,7.467,righthook
2179,0.814,0.748,0.587,1.441,4.035,2.808,lefthook
2180,0.927,1.177,0.722,2.52,4.436,2.232,lefthook
2181,0.285,0.192,0.429,0.586,0.469,0.45,rightnopunch
2182,2.384,2.533,1.547,5.317,10.252,9.489,leftuppercut
2183,1.023,1.931,2.039,10.169,8.612,6.809,lefthook
2184,0.333,0.145,0.188,0.415,0.219,0.444,leftnopunch
2185,1.976,1.251,1.456,2.864,6.964,6.1,righthook
2186,2.055,1.673,1.702,3.053,7.706,6.582,lefthook
2187,0.258,0.231,0.488,0.382,0.535,0.427,rightnopunch
2188,2.454,1.41,2.298,4.152,6.763,5.667,lefthook
2189,0.926,1.873,1.422,3.102,5.019,1.223,cross
2190,0.236,0.24,0.365,0.61,0.446,0.588,rightnopunch
2191,1.536,2.169,2.115,8.207,7.501,6.418,lefthook
2192,1.149,0.657,0.698,2.544,3.489,3.39,rightuppercut
2193,0.34,0.222,0.309,0.959,0.575,0.644,leftnopunch
2194,1.49,1.318,1.365,3.544,5.611,5.208,leftuppercut
2195,0.35,0.261,0.554,0.496,0.543,0.812,rightnopunch
2196,2.994,2.195,2.584,9.369,11.157,11.69,rightuppercut
2197,1.161,3.235,1.794,4.747,7.176,4.097,jab
2198,1.251,0.914,0.938,2.19,3.908,3.262,leftuppercut
2199,2.266,2.32,1.785,8.353,11.445,10.07,rightuppercut
2200,1.42,2.417,1.771,8.042,8.211,6.559,cross
2201,1.532,1.981,1.567,4.009,5.928,6.136,rightuppercut
2202,1.85,1.656,2.385,9.95,9.321,7.437,lefthook
2203,0.651,1.741,1.773,2.144,5.036,1.557,cross
2204,0.251,0.186,0.323,0.311,0.831,0.365,lefthook
2205,0.832,1.034,0.66,2.321,4.29,2.629,lefthook
2206,1.45,2.314,2.164,8.61,8.401,4.372,cross
2207,0.294,0.28,0.443,0.579,0.575,0.712,rightnopunch
2208,2.212,1.566,1.652,3.162,7.401,6.753,righthook
2209,0.622,2.771,1.486,4.151,3.281,2.85,jab
2210,1.187,2.934,1.463,3.461,7.208,5.821,jab
2211,0.404,0.328,0.159,0.255,0.804,0.48,lefthook
2212,2.018,1.949,1.594,5.399,6.504,7.053,righthook
2213,0.106,0.135,0.127,1.018,0.435,0.287,rightnopunch
2214,2.429,2.131,1.467,3.256,6.808,6.018,leftuppercut
2215,2.522,1.751,0.94,3.057,6.855,6.63,leftuppercut
2216,0.913,1.963,1.468,2.291,6.149,2.178,cross
2217,1.354,2.396,1.211,2.009,3.502,1.564,jab
2218,1.305,1.541,2.178,8.264,8.213,5.056,cross
2219,1.588,2.134,1.707,4.336,6.388,6.877,rightuppercut
2220,1.157,0.845,0.798,1.185,4.229,2.922,leftuppercut
2221,2.243,1.936,1.16,3.516,8.619,7.93,leftuppercut
2222,2.104,2.338,1.696,4.508,7.937,6.979,righthook
2223,2.749,3.168,2.144,7.923,12.068,11.539,rightuppercut
2224,1.157,2.27,1.495,1.831,3.698,1.638,jab
2225,0.157,0.266,0.183,1.074,1.367,1.427,leftnopunch
2226,0.179,0.122,0.188,0.348,0.54,0.323,rightnopunch
2227,1.364,1.745,3.073,13.589,11.454,8.159,righthook
2228,2.054,1.287,2.075,3.613,8.559,5.799,lefthook
2229,1.997,1.198,0.89,1.93,4.776,3.224,righthook
2230,1.467,1.778,2.57,10.017,9.083,7.915,lefthook
2231,0.681,0.638,0.677,1.499,4.101,2.462,leftuppercut
2232,2.032,1.646,1.117,2.749,6.965,5.741,lefthook
2233,0.313,0.364,0.366,1.011,1.157,0.886,rightnopunch
2234,2.655,2.107,2.391,8.353,11.82,11.062,rightuppercut
2235,2.269,1.345,2.259,5.096,8.855,8.227,lefthook
2236,0.894,0.594,0.478,1.141,3.263,2.424,leftuppercut
2237,0.311,0.407,0.506,1.79,2.403,1.895,rightnopunch
2238,0.086,0.108,0.144,0.569,0.602,1.116,leftnopunch
2239,1.085,1.185,0.699,2.267,4.721,2.927,lefthook
2240,0.912,2.449,1.646,4.29,6.359,4.203,jab
2241,0.438,0.23,0.37,0.588,0.551,0.576,rightnopunch
2242,0.837,1.766,1.593,2.303,5.437,1.916,cross
2243,1.23,2.037,1.44,3.171,5.881,1.614,cross
2244,0.352,0.208,0.46,0.322,0.73,0.57,leftuppercut
2245,1.267,0.82,1.216,3.009,4.632,3.65,righthook
2246,0.376,0.515,0.498,1.641,2.193,2.347,rightnopunch
2247,1.374,2.16,1.321,2.408,4.997,2.284,jab
2248,1.034,1.664,1.799,8.289,3.976,4.325,lefthook
2249,1.83,1.748,1.781,3.068,6.212,6.223,rightuppercut
2250,0.199,0.209,0.236,0.242,0.575,0.688,leftnopunch
2251,1.023,0.232,0.389,0.678,0.646,1.085,rightuppercut
2252,0.529,2.896,1.537,3.933,3.122,2.836,jab
2253,1.101,2.072,1.513,7.376,10.477,4.509,cross
2254,2.632,2.33,2.183,7.62,12.606,11.588,rightuppercut
2255,1.375,0.705,0.861,2.221,3.623,4.263,rightuppercut
2256,0.563,0.627,0.968,2.148,2.675,1.612,rightnopunch
2257,0.824,0.946,0.819,1.917,4.085,2.61,lefthook
2258,1.211,1.957,3.36,15.432,12.312,6.966,righthook
2259,0.946,1.338,1.67,7.109,5.614,2.358,rightuppercut
2260,2.925,2.143,1.713,5.698,8.222,10.324,righthook
2261,0.162,0.082,0.263,0.271,0.599,0.152,leftuppercut
2262,2.017,1.9,1.622,4.262,6.114,6.041,rightuppercut
