,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
2739,2.304,1.799,1.794,2.649,6.811,7.409,rightuppercut
2740,1.412,1.757,3.529,15.454,14.709,8.164,righthook
2741,0.581,2.423,1.339,3.688,2.829,2.293,cross
2742,1.631,2.28,3.053,15.635,11.162,8.231,lefthook
2743,1.387,1.759,3.061,14.867,12.652,7.283,righthook
2744,0.143,0.166,0.192,0.177,0.495,0.205,lefthook
2745,2.084,1.734,2.01,4.642,9.225,8.179,lefthook
2746,0.22,0.292,0.325,1.244,1.306,1.417,leftnopunch
2747,0.982,0.372,0.54,1.455,3.813,3.055,rightuppercut
2748,0.676,0.246,0.296,0.775,0.592,0.882,leftnopunch
2749,0.473,0.2,0.329,0.624,0.373,0.312,rightnopunch
2750,0.191,0.162,0.228,0.562,0.462,0.253,rightnopunch
2751,0.422,2.002,1.073,3.112,2.884,1.902,cross
2752,0.813,3.067,1.938,5.961,7.917,5.559,jab
2753,1.057,1.853,1.717,7.046,7.048,3.748,cross
2754,0.257,0.264,0.32,0.595,0.524,0.705,rightnopunch
2755,1.163,2.132,1.231,2.872,5.162,1.382,cross
2756,1.88,1.778,1.662,3.356,7.499,4.89,lefthook
2757,1.028,2.609,1.476,5.304,6.891,5.562,jab
2758,1.458,2.192,1.333,1.961,4.261,1.858,jab
2759,0.374,0.285,0.569,0.723,0.699,0.833,rightnopunch
2760,0.65,2.333,1.214,2.639,3.451,2.64,cross
2761,1.764,2.403,1.684,4.543,7.687,8.11,rightuppercut
2762,3.053,2.134,2.17,9.404,12.188,11.772,rightuppercut
2763,1.645,2.049,1.698,3.283,5.799,6.83,rightuppercut
2764,2.089,2.065,1.643,4.509,6.463,7.021,rightuppercut
2765,0.09,0.099,0.03,0.129,0.095,0.074,leftnopunch
2766,0.887,1.665,1.698,2.171,5.29,1.589,cross
2767,0.11,0.15,0.119,0.397,0.135,0.203,rightnopunch
2768,0.599,1.964,1.026,2.575,2.726,1.82,cross
2769,1.026,2.015,1.684,2.227,4.192,1.678,jab
2770,0.372,0.441,0.207,0.459,0.261,0.139,rightnopunch
2771,0.577,0.589,0.353,0.901,1.958,1.23,lefthook
2772,1.494,0.703,1.146,2.546,4.283,3.87,righthook
2773,1.183,1.326,0.786,3.17,4.294,3.705,lefthook
2774,1.185,1.629,2.775,11.336,9.908,6.8,righthook
2775,0.857,1.501,1.315,3.443,6.511,2.561,cross
2776,1.066,1.973,1.263,1.627,3.33,1.099,jab
2777,3.016,2.067,1.63,3.779,7.84,7.784,righthook
2778,1.933,2.418,2.948,11.999,11.126,7.981,righthook
2779,0.589,2.852,1.109,3.642,4.027,2.612,jab
2780,0.577,2.792,1.243,4.31,3.325,2.343,jab
2781,1.25,2.013,1.991,8.633,8.437,4.986,cross
2782,1.262,2.378,2.324,10.49,8.71,5.058,cross
2783,0.976,1.277,1.091,2.448,4.565,2.822,leftuppercut
2784,1.238,3.026,1.688,8.006,9.589,3.532,cross
2785,1.647,4.252,1.712,5.261,5.442,6.912,rightuppercut
2786,2.107,0.997,1.899,3.811,7.357,5.596,righthook
2787,2.058,1.246,2.011,3.378,5.951,5.725,lefthook
2788,1.57,4.104,1.593,8.486,8.412,7.282,jab
2789,0.643,2.845,1.42,3.93,3.566,2.946,jab
2790,0.712,2.69,1.144,3.315,3.085,3.201,jab
2791,0.241,1.133,0.551,0.301,0.548,0.511,cross
2792,1.024,1.368,1.915,8.43,6.786,5.662,lefthook
2793,0.044,0.048,0.049,0.103,0.076,0.084,leftnopunch
2794,0.631,2.684,1.267,3.39,3.278,3.136,cross
2795,2.323,1.366,1.798,5.714,9.245,7.766,righthook
2796,1.24,3.253,1.298,5.139,7.471,5.187,jab
2797,0.57,2.225,1.109,3.405,3.132,2.663,cross
2798,2.259,2.266,1.444,3.826,8.532,8.584,leftuppercut
2799,1.156,2.248,1.278,1.935,4.328,1.878,jab
2800,0.994,2.587,1.962,5.737,7.636,4.957,jab
2801,0.36,0.124,0.239,0.221,0.504,0.507,righthook
2802,0.314,0.183,0.262,0.343,0.403,0.41,leftnopunch
2803,1.605,2.335,3.6,15.154,12.12,7.572,righthook
2804,0.565,2.332,1.282,2.988,2.706,2.301,cross
2805,0.707,1.448,1.666,1.613,4.725,1.922,cross
2806,0.613,0.164,0.47,0.819,1.559,1.442,leftuppercut
2807,0.538,0.252,0.284,0.648,0.338,0.55,leftnopunch
2808,2.316,1.947,1.594,2.952,6.848,6.913,leftuppercut
2809,0.206,0.187,0.128,0.24,0.286,0.461,leftnopunch
2810,0.435,0.306,0.262,0.721,0.54,1.078,rightnopunch
2811,0.681,3.124,1.608,3.842,3.593,2.924,jab
2812,0.128,0.158,0.257,0.297,0.788,0.337,leftuppercut
2813,1.19,1.381,2.071,9.358,7.324,6.262,lefthook
2814,0.285,0.22,0.135,0.69,0.282,0.532,rightnopunch
2815,2.115,2.113,1.424,4.273,8.061,8.491,leftuppercut
2816,1.838,1.764,3.084,11.346,11.08,7.266,righthook
2817,1.809,1.448,1.685,4.597,6.982,6.02,righthook
2818,2.057,1.193,1.588,3.816,6.675,6.022,righthook
2819,1.989,1.848,1.968,3.899,7.102,5.72,lefthook
2820,2.845,1.755,1.636,3.384,7.512,6.823,righthook
2821,2.262,2.619,1.58,4.661,8.883,10.56,leftuppercut
2822,1.743,2.498,2.804,12.432,12.043,6.863,cross
2823,2.108,2.33,1.444,3.464,8.064,9.595,leftuppercut
2824,1.495,3.645,1.601,5.937,7.335,6.554,jab
2825,0.851,1.014,0.827,2.491,4.209,3.6,lefthook
2826,0.72,1.177,0.843,2.205,4.348,2.276,lefthook
2827,1.292,2.315,2.512,10.781,8.97,4.793,cross
2828,0.848,2.061,1.733,2.101,4.793,1.844,cross
2829,0.483,2.351,1.087,3.183,2.57,1.708,cross
2830,0.31,0.39,0.224,1.465,1.702,1.783,leftnopunch
2831,1.12,1.57,2.057,10.598,8.222,6.764,lefthook
2832,0.085,0.167,0.167,0.855,0.962,1.282,leftnopunch
2833,0.647,0.285,0.621,1.146,0.779,1.475,rightnopunch
2834,2.326,1.386,1.345,4.125,5.216,3.644,righthook
2835,0.504,0.432,0.87,2.167,3.509,2.006,rightnopunch
2836,0.917,1.374,1.899,8.204,7.875,3.007,cross
2837,2.364,1.298,1.275,3.745,7.702,6.507,righthook
2838,1.36,1.701,2.321,10.51,9.439,6.686,lefthook
2839,1.602,2.018,1.939,5.184,5.901,5.336,rightuppercut
2840,1.352,2.974,1.66,5.272,6.806,4.731,jab
2841,0.185,0.116,0.081,0.137,0.33,0.207,lefthook
2842,0.403,0.498,0.293,1.051,0.713,1.207,rightnopunch
2843,1.21,1.729,1.926,8.825,8.739,4.55,cross
2844,1.941,1.947,1.826,3.232,7.555,7.059,lefthook
2845,0.358,0.687,0.82,2.387,3.081,2.834,rightnopunch
2846,1.366,0.645,1.195,2.345,3.696,3.128,righthook
2847,0.491,2.658,1.333,3.813,2.942,2.058,jab
2848,2.365,2.001,1.499,2.691,6.067,5.736,leftuppercut
2849,2.932,2.782,2.925,12.83,13.331,12.04,rightuppercut
2850,2.675,2.219,1.324,3.825,7.843,7.144,leftuppercut
2851,1.913,2.066,2.012,3.506,6.656,7.884,rightuppercut
2852,0.951,0.818,0.818,1.439,4.2,3.342,leftuppercut
2853,2.353,2.119,1.388,3.99,8.24,8.417,leftuppercut
2854,1.814,0.666,0.963,2.648,3.947,5.04,righthook
2855,3.225,3.289,2.014,10.181,14.056,15.662,rightuppercut
2856,1.399,1.71,2.49,10.549,9.744,7.25,lefthook
2857,2.044,1.952,1.758,5.39,7.132,7.876,rightuppercut
2858,0.085,0.089,0.154,0.308,0.121,0.189,rightnopunch
2859,1.06,0.774,0.955,1.53,4.173,2.948,leftuppercut
2860,0.694,0.253,0.656,0.934,0.715,1.269,rightnopunch
2861,1.871,2.491,1.465,4.706,6.601,6.184,leftuppercut
2862,1.174,2.549,1.481,2.066,4.925,2.002,jab
2863,1.063,1.71,1.868,7.975,8.178,5.387,cross
2864,1.86,1.235,1.948,3.414,7.175,5.242,lefthook
2865,0.578,1.658,1.605,2.177,6.045,1.777,cross
2866,0.79,1.951,1.471,2.417,4.875,1.17,cross
2867,0.226,0.244,0.385,1.145,0.422,0.685,rightnopunch
2868,0.791,1.726,1.714,2.217,5.875,1.692,cross
2869,0.181,0.394,0.157,1.854,1.428,1.691,leftnopunch
2870,0.982,2.0,2.049,8.815,7.414,6.967,lefthook
2871,2.268,2.039,1.642,3.734,8.632,9.667,leftuppercut
2872,1.203,1.067,0.93,2.518,3.853,5.761,rightuppercut
2873,1.212,2.115,1.452,1.976,3.708,1.317,jab
2874,1.9,2.022,2.242,5.868,7.133,6.491,rightuppercut
2875,1.612,3.077,2.436,9.298,10.617,6.217,cross
2876,2.06,3.691,1.776,5.431,6.67,6.173,jab
2877,2.019,1.828,1.063,3.043,6.291,6.029,leftuppercut
2878,2.236,2.434,1.915,3.928,7.548,8.506,lefthook
2879,0.579,0.2,0.388,0.491,0.465,0.385,leftnopunch
2880,1.523,2.407,1.296,2.139,4.154,1.888,jab
2881,0.283,0.251,0.327,0.436,0.575,0.259,rightnopunch
2882,0.076,0.065,0.116,0.258,0.103,0.146,rightnopunch
2883,2.302,1.576,1.202,3.64,6.817,6.164,leftuppercut
2884,1.195,2.415,2.143,9.834,8.538,4.587,cross
2885,2.425,1.287,1.614,2.484,7.763,5.785,lefthook
2886,1.981,1.823,1.946,4.741,8.119,6.753,lefthook
2887,0.149,0.162,0.075,0.372,0.193,0.211,rightnopunch
2888,3.745,3.083,2.7,9.389,14.112,14.495,rightuppercut
2889,2.579,2.402,2.651,11.345,11.385,11.297,rightuppercut
2890,0.457,2.16,1.033,2.934,2.703,2.271,cross
2891,1.214,2.321,2.012,9.514,6.812,3.771,cross
2892,0.333,0.4,0.354,0.729,1.597,0.77,lefthook
2893,1.176,2.172,1.526,2.602,4.646,2.956,jab
2894,0.283,0.329,0.47,0.532,0.422,0.697,rightnopunch
2895,1.827,2.179,3.064,14.266,13.786,9.72,righthook
2896,2.08,0.942,0.997,2.941,3.88,5.588,rightuppercut
2897,0.384,0.2,0.182,0.263,0.528,0.835,leftnopunch
2898,1.65,2.007,1.788,8.35,8.363,5.854,lefthook
2899,1.324,1.567,2.225,8.464,6.621,6.379,lefthook
2900,0.482,0.351,0.476,0.934,0.774,0.985,rightnopunch
2901,1.869,0.823,1.141,3.5,4.465,4.025,rightuppercut
2902,1.598,2.314,1.559,2.476,4.607,1.988,jab
2903,2.663,3.671,2.768,11.342,13.79,12.958,rightuppercut
2904,3.343,2.221,2.299,8.936,12.817,12.089,rightuppercut
2905,0.885,2.163,1.406,2.733,4.974,1.758,cross
2906,0.292,0.386,0.617,0.499,0.581,0.464,rightnopunch
2907,2.085,2.138,1.2,2.87,9.619,8.133,leftuppercut
2908,0.582,2.849,1.505,4.082,3.481,2.589,jab
2909,0.632,0.266,0.556,0.839,0.558,0.973,rightnopunch
2910,0.182,0.264,0.333,1.32,1.757,1.542,leftnopunch
2911,1.214,2.219,1.177,2.088,3.729,1.667,jab
2912,0.546,2.43,0.924,2.135,2.942,2.437,cross
2913,1.182,2.0,1.994,9.292,8.907,5.144,cross
2914,1.015,1.595,1.702,9.021,9.259,4.44,cross
2915,1.421,1.688,2.465,9.181,8.103,6.725,lefthook
2916,3.047,2.15,2.668,8.946,13.681,12.808,rightuppercut
2917,1.393,2.064,1.415,2.164,3.909,1.807,jab
2918,1.455,1.657,2.324,10.681,9.208,7.671,lefthook
2919,0.6,2.173,1.228,2.692,2.973,2.541,cross
2920,1.129,3.121,1.738,5.848,6.612,6.064,jab
2921,0.698,0.907,0.766,2.818,2.976,2.604,righthook
2922,1.698,0.835,1.226,2.869,4.365,3.268,righthook
2923,3.102,2.597,2.608,9.561,13.364,13.688,rightuppercut
2924,2.099,2.119,1.861,2.804,6.606,8.304,rightuppercut
2925,0.651,2.74,1.323,3.394,3.549,2.562,jab
2926,1.688,0.805,0.771,2.441,3.9,4.414,rightuppercut
2927,1.935,3.118,1.638,5.508,6.021,6.533,jab
2928,2.673,1.86,1.409,3.504,10.275,9.56,leftuppercut
2929,0.279,0.177,0.263,0.516,0.539,0.189,rightnopunch
2930,0.149,0.191,0.197,0.964,0.769,1.164,leftnopunch
2931,2.17,1.961,1.339,3.676,8.36,8.369,leftuppercut
2932,0.169,0.075,0.099,0.097,0.459,0.163,leftuppercut
2933,0.453,0.477,0.244,1.611,2.399,1.531,leftnopunch
2934,2.459,2.048,2.017,6.744,10.5,10.852,rightuppercut
2935,1.351,1.586,2.265,7.116,7.564,6.353,lefthook
2936,0.67,2.857,1.567,3.648,3.567,3.337,jab
2937,1.591,0.657,0.95,2.804,3.644,3.894,rightuppercut
2938,1.016,2.236,1.712,2.973,5.339,1.27,cross
2939,0.783,2.442,1.603,4.461,6.544,3.94,jab
2940,0.268,0.239,0.427,0.546,0.325,0.22,rightnopunch
2941,2.612,2.4,1.867,4.246,8.227,7.298,righthook
2942,1.682,2.189,3.562,14.994,11.826,8.71,righthook
2943,1.643,2.725,1.347,5.017,6.191,6.204,jab
2944,0.607,2.113,1.638,2.076,5.142,2.149,cross
2945,0.32,0.456,0.719,1.748,3.161,2.199,rightnopunch
2946,0.164,0.157,0.195,0.338,0.497,0.215,rightnopunch
2947,3.295,2.553,2.097,8.934,12.892,13.843,rightuppercut
2948,1.287,2.5,1.414,2.537,5.087,2.519,jab
2949,3.313,2.85,2.524,9.547,13.702,14.445,rightuppercut
2950,0.197,0.299,0.352,1.526,2.086,1.062,rightnopunch
2951,0.971,1.787,1.932,9.609,7.543,5.678,lefthook
2952,1.979,0.945,0.92,3.104,3.743,4.727,rightuppercut
2953,1.074,2.151,1.837,7.932,8.534,8.45,lefthook
2954,0.388,1.723,1.092,3.323,2.633,2.548,jab
2955,1.4,1.752,3.587,16.623,15.312,8.306,righthook
2956,0.321,0.139,0.269,0.321,0.448,0.417,leftnopunch
2957,1.176,0.689,0.73,2.494,3.964,4.084,rightuppercut
2958,0.118,0.279,0.154,1.141,1.053,1.422,leftuppercut
2959,0.374,0.158,0.5,0.372,0.461,0.537,rightnopunch
2960,0.959,1.57,1.036,1.979,3.613,1.623,jab
2961,0.061,0.206,0.238,0.475,0.345,0.319,rightnopunch
2962,0.684,2.136,1.323,2.915,2.83,1.902,cross
2963,1.269,0.895,1.249,3.264,3.779,2.671,righthook
2964,0.876,2.138,1.609,2.72,5.314,1.469,cross
2965,0.197,0.234,0.365,0.434,0.384,0.685,rightnopunch
2966,1.614,2.141,3.28,12.745,11.752,7.912,righthook
2967,0.244,0.27,0.521,0.456,0.695,0.275,rightnopunch
2968,1.203,2.817,1.801,5.09,7.956,4.774,jab
2969,1.217,2.372,1.54,2.012,4.127,1.979,jab
2970,2.26,1.936,1.978,3.989,8.764,8.687,lefthook
2971,2.146,1.929,2.039,4.101,7.179,7.654,rightuppercut
2972,0.62,1.509,1.43,2.063,4.696,1.581,cross
2973,0.208,0.259,0.356,0.893,0.457,0.675,rightnopunch
2974,2.069,1.684,1.907,4.378,8.307,6.894,lefthook
2975,1.427,1.928,1.575,6.625,8.113,2.963,cross
2976,0.504,0.331,0.538,0.738,0.66,1.075,rightnopunch
2977,2.208,2.475,1.371,3.676,8.309,9.587,leftuppercut
2978,1.646,0.821,0.746,2.822,4.341,4.505,rightuppercut
2979,2.684,2.099,2.623,9.674,11.751,11.774,rightuppercut
2980,0.618,0.322,0.557,0.952,1.384,1.606,leftuppercut
2981,0.156,0.278,0.211,1.394,1.34,0.999,leftnopunch
2982,1.108,2.121,1.589,2.458,3.687,1.941,jab
2983,1.439,2.266,3.634,14.083,12.936,7.454,righthook
2984,0.042,0.058,0.054,0.156,0.116,0.167,leftnopunch
2985,2.808,2.929,2.213,7.597,11.517,11.999,rightuppercut
2986,0.421,0.243,0.305,0.557,0.432,0.203,rightnopunch
2987,1.787,2.315,1.808,3.44,6.201,7.088,rightuppercut
2988,1.185,1.974,1.767,8.229,8.077,4.294,cross
2989,1.051,1.487,1.901,8.208,6.992,5.569,lefthook
2990,0.668,0.425,0.501,0.959,0.614,1.187,rightnopunch
2991,1.148,0.716,0.824,2.489,4.286,4.17,rightuppercut
2992,0.119,0.055,0.098,0.185,0.155,0.447,leftnopunch
2993,1.288,3.868,1.555,6.323,8.955,4.781,jab
2994,0.497,0.438,0.478,1.354,2.506,1.47,leftuppercut
2995,1.427,2.398,1.394,2.132,4.437,2.088,jab
2996,1.125,2.158,1.68,8.334,8.998,5.246,cross
2997,1.61,0.76,1.076,3.406,4.067,4.485,rightuppercut
2998,1.955,1.903,1.784,3.531,8.242,6.512,lefthook
2999,0.729,2.04,1.728,2.13,4.632,2.064,cross
3000,2.175,1.688,2.161,6.124,9.791,6.368,lefthook
3001,1.64,2.066,3.265,11.796,10.672,7.063,righthook
3002,2.044,0.856,1.011,3.169,4.298,4.865,rightuppercut
3003,1.365,2.8,1.971,9.994,10.513,5.471,cross
3004,1.824,2.294,3.187,11.749,10.853,7.943,righthook
3005,0.176,0.247,0.22,1.516,0.974,1.588,leftnopunch
3006,1.045,0.995,0.985,2.994,3.366,1.669,leftuppercut
3007,1.645,3.272,1.333,6.097,5.541,5.566,jab
3008,2.021,1.056,2.052,3.918,8.143,6.981,lefthook
3009,1.175,2.115,1.292,2.354,3.88,1.611,jab
3010,1.691,0.777,1.324,2.987,4.496,4.296,righthook
3011,0.127,0.099,0.107,0.159,0.414,0.18,lefthook
3012,0.483,0.234,0.425,0.803,1.334,1.378,leftuppercut
3013,0.611,2.482,1.422,4.352,3.555,2.595,jab
3014,2.392,2.029,1.405,2.573,6.618,6.521,leftuppercut
3015,2.908,2.06,2.145,8.51,12.184,11.306,rightuppercut
3016,1.948,1.392,1.234,5.22,9.288,7.94,leftuppercut
3017,0.106,0.312,0.275,1.352,1.171,1.391,leftnopunch
3018,1.327,1.965,1.857,9.478,8.153,5.897,lefthook
3019,1.965,1.364,1.936,3.734,7.815,6.651,lefthook
3020,1.304,2.252,1.368,2.322,4.422,2.104,jab
3021,1.057,1.093,0.939,3.198,5.282,3.505,lefthook
3022,0.886,0.177,0.427,1.124,0.781,1.745,rightuppercut
3023,0.889,1.945,1.433,1.839,4.477,2.131,cross
3024,1.778,1.707,1.577,3.864,5.664,4.909,leftuppercut
3025,0.259,0.139,0.121,0.321,0.322,0.42,leftnopunch
3026,0.977,1.707,1.732,8.186,7.489,3.538,cross
3027,1.622,3.643,1.709,5.899,7.251,6.946,jab
3028,2.689,1.521,1.889,4.101,7.71,5.515,lefthook
3029,0.14,0.107,0.144,0.456,0.235,0.193,rightnopunch
3030,1.056,0.757,0.659,1.782,3.009,2.849,righthook
3031,0.208,0.209,0.31,1.387,1.839,1.567,leftnopunch
3032,1.464,1.569,2.527,9.406,9.142,6.355,lefthook
3033,0.951,1.081,1.302,3.063,4.723,3.306,leftuppercut
3034,0.018,0.039,0.02,0.06,0.041,0.042,rightnopunch
3035,0.157,0.074,0.236,0.211,0.545,0.14,leftuppercut
3036,1.257,2.914,1.504,4.282,6.387,6.077,jab
3037,1.257,1.98,3.296,14.82,13.517,8.884,righthook
3038,1.651,2.44,1.471,5.555,6.954,5.831,jab
3039,0.123,0.155,0.111,0.213,0.248,0.19,leftnopunch
3040,0.615,0.26,0.288,0.849,0.648,0.821,leftnopunch
3041,1.184,2.103,1.346,2.008,3.326,1.607,jab
3042,1.978,1.651,1.676,4.143,6.522,6.229,righthook
3043,1.542,1.013,1.313,3.241,3.426,3.947,righthook
3044,2.319,1.67,1.585,3.028,8.133,7.908,lefthook
3045,0.583,1.865,1.546,1.998,6.267,1.661,cross
3046,0.147,0.093,0.152,0.262,0.316,0.695,leftnopunch
3047,0.04,0.073,0.044,0.119,0.081,0.109,rightnopunch
3048,1.596,2.629,2.07,8.708,8.249,5.579,cross
3049,0.433,0.687,0.927,2.993,2.626,2.365,rightnopunch
3050,0.415,0.576,0.33,2.012,2.03,1.571,leftuppercut
3051,0.334,0.475,0.06,0.642,0.536,0.463,leftnopunch
3052,1.966,2.038,1.317,3.442,5.32,5.411,leftuppercut
3053,0.248,0.32,0.269,1.097,0.889,1.764,leftuppercut
3054,1.537,2.008,1.789,3.775,5.393,5.704,rightuppercut
3055,1.617,2.969,2.566,10.132,8.99,4.709,cross
3056,1.395,0.82,0.875,2.454,4.286,3.515,righthook
3057,0.373,0.16,0.089,0.167,0.456,0.676,leftnopunch
3058,0.592,1.761,1.195,3.155,2.784,1.928,cross
3059,1.88,1.726,1.13,3.302,9.984,7.838,leftuppercut
3060,1.459,0.615,0.943,1.69,4.732,3.547,leftuppercut
3061,1.121,1.474,2.018,8.625,7.948,5.437,lefthook
3062,1.478,1.744,1.525,3.804,6.427,5.936,rightuppercut
3063,0.176,0.083,0.31,0.326,0.594,0.18,leftuppercut
3064,0.617,1.916,1.683,2.003,5.006,1.641,cross
3065,0.192,0.176,0.175,0.7,0.494,0.72,leftnopunch
3066,1.195,1.492,1.949,8.367,7.815,6.021,lefthook
3067,0.785,2.158,1.859,2.35,5.124,1.718,cross
3068,0.745,1.869,1.477,4.153,5.845,3.354,jab
3069,1.961,1.834,1.444,3.057,7.147,7.105,leftuppercut
3070,0.414,0.077,0.136,0.221,0.279,0.431,rightuppercut
3071,2.14,1.384,1.295,2.374,6.765,6.829,rightuppercut
3072,0.091,0.116,0.138,0.308,0.155,0.188,rightnopunch
3073,0.251,0.157,0.138,0.247,0.265,0.261,leftnopunch
3074,1.743,1.234,1.765,2.512,5.272,4.349,lefthook
3075,0.26,0.183,0.14,0.283,0.15,0.358,leftnopunch
3076,1.464,1.882,2.468,10.074,9.369,7.553,lefthook
3077,2.216,2.292,1.405,5.015,8.905,10.168,leftuppercut
3078,2.019,1.646,1.677,2.673,7.735,6.609,lefthook
3079,1.473,1.054,0.78,2.236,3.056,4.083,righthook
3080,1.997,1.757,1.858,3.815,7.747,6.68,lefthook
3081,2.784,2.374,1.418,4.543,13.811,11.202,leftuppercut
3082,1.73,1.875,3.015,12.525,10.954,7.758,lefthook
3083,1.8,2.154,1.76,4.041,7.048,7.451,rightuppercut
3084,1.213,1.425,1.764,7.107,7.965,5.718,cross
3085,0.996,0.878,0.556,1.998,4.294,2.65,lefthook
3086,2.249,1.756,1.453,3.32,10.49,9.681,leftuppercut
3087,0.42,0.39,0.668,0.619,0.919,0.342,rightnopunch
3088,1.89,2.357,3.102,12.546,11.432,8.42,righthook
3089,2.9,2.48,2.391,9.846,12.041,12.641,rightuppercut
3090,0.346,0.276,0.407,0.709,0.519,0.924,rightnopunch
3091,0.867,0.151,0.168,0.313,0.543,0.788,rightuppercut
3092,1.13,2.144,1.34,1.633,3.205,1.422,jab
3093,1.26,2.005,3.462,13.556,11.902,6.685,righthook
3094,2.085,1.418,1.323,2.736,7.986,5.37,righthook
3095,2.456,1.482,2.1,4.129,8.856,6.718,lefthook
3096,0.992,1.859,1.78,6.553,7.519,4.605,cross
3097,0.217,0.28,0.222,0.512,0.314,0.421,rightnopunch
3098,0.713,0.126,0.357,0.705,0.703,1.795,righthook
3099,2.054,1.648,1.235,3.78,9.184,7.968,leftuppercut
3100,0.58,0.235,0.255,0.31,0.508,0.828,righthook
3101,2.323,2.146,1.569,4.272,7.03,8.787,leftuppercut
3102,0.764,0.271,0.603,0.665,1.166,0.981,leftuppercut
3103,0.292,0.621,0.568,2.759,2.344,2.541,righthook
3104,0.352,0.267,0.255,0.681,0.296,0.543,leftnopunch
3105,1.014,0.725,0.905,1.629,4.287,3.807,leftuppercut
3106,0.825,1.47,0.947,3.14,4.452,2.559,lefthook
3107,1.015,2.126,1.689,6.144,8.101,4.9,cross
3108,1.7,2.483,3.178,12.384,10.739,8.032,righthook
3109,0.482,0.443,0.274,1.293,1.882,1.33,leftnopunch
3110,1.917,2.127,1.44,3.818,5.631,5.723,leftuppercut
3111,1.187,2.164,1.23,3.076,5.722,6.351,jab
3112,0.56,2.152,1.378,2.721,3.376,2.383,cross
3113,0.261,0.288,0.422,0.401,0.518,0.643,rightnopunch
3114,1.479,2.066,2.729,11.696,10.991,7.396,righthook
3115,0.082,0.107,0.073,0.224,0.186,0.178,leftnopunch
3116,1.455,2.53,1.09,2.579,5.237,2.394,jab
3117,1.407,1.518,2.798,11.579,10.763,7.955,righthook
3118,1.793,2.883,1.36,4.858,5.327,5.293,jab
3119,1.213,1.789,3.718,15.757,12.632,7.833,righthook
3120,1.054,1.85,1.797,2.32,5.02,1.688,cross
3121,1.292,2.318,2.158,9.941,8.764,5.194,cross
3122,2.867,3.2,2.382,9.069,12.713,14.499,rightuppercut
3123,1.348,1.655,1.446,5.935,4.826,5.49,rightuppercut
3124,1.238,2.515,2.261,12.025,10.184,6.451,cross
3125,1.118,1.578,1.917,8.266,8.367,4.469,cross
3126,1.859,1.815,1.478,3.337,6.673,7.233,rightuppercut
3127,0.261,0.223,0.165,0.176,0.736,0.422,lefthook
3128,0.19,0.113,0.43,0.345,0.636,0.225,leftuppercut
3129,2.067,1.47,1.605,3.816,7.285,6.199,righthook
3130,0.45,1.625,1.02,2.895,2.892,2.848,cross
3131,0.322,0.257,0.237,1.112,1.04,0.892,leftnopunch
3132,1.964,2.093,1.338,4.24,6.189,5.839,leftuppercut
3133,0.116,0.165,0.107,0.309,0.34,0.594,leftnopunch
3134,0.331,0.434,0.816,1.99,2.696,1.615,rightnopunch
3135,2.148,1.152,1.999,3.132,7.027,5.469,lefthook
3136,1.328,2.091,2.42,11.252,8.232,7.536,lefthook
3137,2.135,2.127,1.442,4.461,6.717,9.248,leftuppercut
3138,0.164,1.149,0.467,0.299,0.31,0.542,cross
3139,1.575,0.858,0.682,2.593,3.949,4.203,rightuppercut
3140,2.462,1.738,1.344,2.765,7.189,7.002,leftuppercut
3141,0.624,2.459,1.451,3.86,2.971,3.254,cross
3142,2.072,1.682,1.252,3.209,7.722,8.978,leftuppercut
3143,0.049,0.043,0.033,0.114,0.063,0.173,righthook
3144,1.428,0.906,1.222,2.327,4.09,3.121,leftuppercut
3145,0.39,0.292,0.439,0.686,0.585,0.792,rightnopunch
3146,0.396,0.385,0.609,0.849,0.838,1.251,rightnopunch
3147,1.766,2.457,1.587,3.192,7.853,7.433,rightuppercut
3148,0.275,0.536,0.628,1.936,1.939,1.36,rightnopunch
3149,1.173,2.4,1.503,2.39,3.965,1.823,jab
3150,1.149,2.477,1.75,7.355,7.913,5.229,cross
3151,1.621,2.065,1.699,4.098,7.462,8.435,rightuppercut
3152,1.902,1.962,1.676,4.499,6.81,7.523,rightuppercut
3153,0.424,0.661,0.601,2.159,3.243,1.277,lefthook
3154,1.602,2.082,2.282,10.584,8.961,7.158,lefthook
3155,1.981,2.25,2.054,3.875,6.867,8.063,rightuppercut
3156,1.119,0.975,1.127,2.322,4.049,2.919,leftuppercut
3157,1.634,1.264,1.579,2.918,5.038,4.945,lefthook
3158,1.298,0.62,0.821,2.261,3.753,3.971,rightuppercut
3159,1.558,2.745,1.936,10.949,9.38,4.753,cross
3160,0.93,0.31,0.457,0.846,0.999,1.36,rightuppercut
3161,1.939,0.884,0.694,2.606,4.186,5.332,rightuppercut
3162,0.461,0.71,0.307,1.907,1.989,2.177,leftuppercut
3163,1.866,0.794,1.245,2.608,3.753,4.61,righthook
3164,0.551,2.389,1.233,3.217,2.979,2.442,cross
3165,1.306,1.539,1.914,8.426,7.352,5.482,lefthook
3166,0.837,1.452,0.665,2.468,3.836,2.359,lefthook
3167,0.378,2.531,1.388,3.816,3.197,2.511,jab
3168,0.522,1.677,1.72,2.068,5.343,1.701,cross
3169,2.385,1.966,1.688,3.546,7.059,6.949,leftuppercut
3170,2.371,1.819,1.614,3.227,8.485,6.107,lefthook
