,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
5534,4.024,3.199,2.601,4.658,12.793,13.067,leftuppercut
5535,1.838,0.965,1.493,4.113,6.824,5.186,leftuppercut
5536,0.918,3.613,1.158,5.073,5.524,5.561,jab
5537,2.375,6.345,2.973,11.037,13.8,8.871,jab
5538,0.655,0.423,0.38,1.045,0.707,0.944,leftnopunch
5539,0.329,0.222,0.09,0.273,0.64,0.921,leftnopunch
5540,0.203,0.18,0.369,1.51,1.761,0.599,rightnopunch
5541,0.163,0.135,0.209,0.631,0.298,0.648,leftnopunch
5542,2.219,2.185,1.256,4.657,8.052,7.319,lefthook
5543,3.588,2.998,3.465,6.353,13.57,14.023,rightuppercut
5544,0.477,0.336,0.314,1.462,1.352,1.216,leftnopunch
5545,2.856,3.428,2.039,5.989,11.796,12.719,rightuppercut
5546,0.897,0.88,1.519,5.319,3.01,3.231,cross
5547,0.667,0.258,0.282,0.738,0.544,0.698,leftnopunch
5548,0.189,0.12,0.127,0.369,0.323,0.427,leftnopunch
5549,0.766,2.376,1.586,5.286,4.773,3.004,cross
5550,2.105,2.091,1.165,5.081,6.215,10.204,rightuppercut
5551,0.322,0.349,0.322,0.27,1.711,1.152,leftuppercut
5552,0.738,2.948,1.467,3.096,5.308,4.031,cross
5553,3.501,3.412,2.219,5.707,9.693,9.505,leftuppercut
5554,0.362,0.198,0.225,0.249,0.507,0.827,leftnopunch
5555,0.24,0.314,0.306,0.795,0.599,0.458,rightnopunch
5556,0.058,0.073,0.152,0.244,0.206,0.172,rightnopunch
5557,0.123,0.171,0.135,0.347,0.302,0.191,rightnopunch
5558,0.426,0.626,0.67,2.405,2.462,1.758,rightnopunch
5559,0.399,0.63,0.199,0.79,0.988,0.51,jab
5560,0.115,0.862,0.661,1.254,3.453,1.314,rightuppercut
5561,0.221,0.251,0.55,1.971,2.298,1.954,rightnopunch
5562,0.882,1.272,0.757,2.728,3.753,3.025,leftuppercut
5563,0.598,0.285,0.285,0.511,0.233,0.687,leftnopunch
5564,1.851,2.862,3.042,12.685,14.101,8.736,cross
5565,0.195,0.423,0.38,1.052,1.226,0.57,rightuppercut
5566,0.444,0.176,0.42,0.492,1.021,0.305,lefthook
5567,0.308,0.647,0.674,2.839,2.593,1.607,rightuppercut
5568,0.423,0.64,0.433,0.724,1.277,0.702,lefthook
5569,0.756,0.739,0.612,1.777,2.226,3.018,lefthook
5570,0.488,0.382,0.826,0.711,0.537,0.75,rightnopunch
5571,1.589,2.052,1.482,3.927,8.416,5.287,lefthook
5572,0.787,1.495,0.257,1.32,1.196,0.884,lefthook
5573,0.964,2.124,1.361,5.481,5.137,1.923,rightuppercut
5574,0.62,1.524,0.861,1.484,1.613,0.869,jab
5575,1.76,2.004,2.609,11.835,10.498,7.918,lefthook
5576,0.168,0.74,0.353,1.472,0.818,0.768,rightuppercut
5577,0.492,0.22,0.432,0.861,0.522,0.758,leftnopunch
5578,0.315,0.394,0.701,2.375,2.461,2.749,rightnopunch
5579,0.222,0.155,0.356,1.137,0.895,0.398,leftuppercut
5580,1.422,2.156,1.228,2.172,4.001,1.749,jab
5581,1.968,1.593,0.856,2.701,4.34,6.597,righthook
5582,0.109,0.107,0.141,0.148,0.329,0.278,rightuppercut
5583,0.13,0.253,0.186,1.345,1.384,1.345,leftuppercut
5584,0.325,1.587,0.528,1.939,3.362,1.83,jab
5585,2.612,1.572,1.264,3.335,5.167,2.854,righthook
5586,3.296,3.622,3.046,5.274,11.686,14.226,rightuppercut
5587,1.24,1.308,1.655,9.316,3.941,4.669,lefthook
5588,0.067,0.08,0.078,0.122,0.071,0.168,jab
5589,0.524,0.575,1.166,5.099,6.099,2.609,righthook
5590,0.508,0.2,0.315,0.354,0.387,0.393,leftnopunch
5591,0.294,0.786,0.197,1.335,1.09,1.631,jab
5592,0.252,0.267,0.689,0.485,0.353,0.651,rightnopunch
5593,0.166,0.044,0.138,0.079,0.194,0.147,leftuppercut
5594,3.018,6.185,2.412,9.331,10.073,10.941,jab
5595,0.105,0.225,0.214,1.834,0.961,1.285,leftnopunch
5596,0.029,0.084,0.096,0.34,0.2,0.156,rightnopunch
5597,0.66,1.23,0.594,1.408,1.613,0.839,jab
5598,0.445,0.25,0.473,0.435,0.591,0.37,rightnopunch
5599,1.117,1.335,0.622,2.264,2.062,1.047,lefthook
5600,0.231,0.362,0.236,1.313,1.404,1.298,leftnopunch
5601,0.793,0.759,0.743,3.401,3.242,2.179,cross
5602,0.25,0.7,0.365,2.099,1.556,1.62,jab
5603,0.044,0.192,0.287,0.245,0.385,0.24,rightnopunch
5604,0.04,0.111,0.051,0.1,0.075,0.066,cross
5605,0.113,1.116,0.3,1.082,0.691,1.062,cross
5606,0.971,3.244,1.663,5.719,5.285,3.421,cross
5607,0.696,0.229,0.297,0.549,0.504,0.624,leftnopunch
5608,0.258,0.229,0.481,0.923,0.778,0.762,rightnopunch
5609,0.169,0.16,0.081,0.107,0.119,0.483,rightuppercut
5610,0.333,0.134,0.177,0.167,0.278,0.499,leftnopunch
5611,0.955,1.091,0.412,3.465,1.793,2.451,lefthook
5612,0.382,0.262,0.57,0.578,0.587,0.448,rightnopunch
5613,0.397,0.257,0.267,0.387,1.101,0.458,lefthook
5614,0.11,0.128,0.149,0.825,0.887,1.273,leftnopunch
5615,0.84,2.185,0.527,3.768,2.55,3.772,jab
5616,0.041,0.055,0.041,0.129,0.108,0.206,righthook
5617,0.053,0.189,0.235,0.492,0.367,0.398,rightnopunch
5618,1.071,1.603,1.823,4.351,4.898,6.197,righthook
5619,0.645,1.248,1.024,1.341,2.216,0.966,cross
5620,0.239,0.365,0.478,2.045,1.815,1.728,rightnopunch
5621,0.72,1.427,1.414,1.332,2.645,1.567,rightuppercut
5622,0.504,0.809,0.641,2.069,1.553,2.085,jab
5623,0.285,0.191,0.223,0.28,0.236,0.297,leftnopunch
5624,0.129,0.15,0.171,0.607,0.447,0.549,leftnopunch
5625,0.813,1.545,0.699,2.807,1.137,2.295,lefthook
5626,2.284,1.767,1.158,3.1,8.522,7.952,leftuppercut
5627,0.654,1.952,0.826,5.029,4.043,2.922,cross
5628,0.365,0.333,0.181,1.724,1.785,1.425,leftnopunch
5629,0.161,0.089,0.152,0.367,0.137,0.348,leftnopunch
5630,0.375,0.212,0.179,0.61,0.424,0.528,leftnopunch
5631,1.69,3.747,2.905,7.353,5.942,9.28,rightuppercut
5632,0.145,0.134,0.126,0.238,0.088,0.183,rightnopunch
5633,0.093,0.228,0.201,1.236,1.134,1.354,leftnopunch
5634,0.589,1.18,0.604,0.956,1.416,1.064,jab
5635,0.78,0.677,0.876,1.115,0.895,1.038,lefthook
5636,0.177,0.23,0.274,0.635,0.412,0.292,rightnopunch
5637,0.823,1.61,1.41,1.805,2.79,0.999,rightuppercut
5638,0.106,0.075,0.068,0.135,0.203,0.168,cross
5639,0.766,2.294,3.18,3.416,9.393,2.491,cross
5640,2.001,2.489,1.902,7.862,6.348,11.693,rightuppercut
5641,0.13,0.067,0.062,0.106,0.143,0.116,leftuppercut
5642,1.835,2.502,2.162,8.543,12.821,7.265,cross
5643,2.594,1.43,1.468,4.52,7.069,6.701,righthook
5644,1.711,0.822,0.816,0.619,1.477,1.51,righthook
5645,0.175,0.299,0.158,0.71,0.523,0.349,cross
5646,2.31,1.277,1.286,4.466,6.547,7.093,rightuppercut
5647,0.401,0.336,0.418,0.668,0.615,1.086,rightnopunch
5648,4.997,3.566,3.733,10.362,19.91,24.006,rightuppercut
5649,0.864,2.902,1.339,5.064,6.179,6.445,leftuppercut
5650,0.829,1.325,0.278,1.685,1.293,0.98,lefthook
5651,1.871,2.906,3.103,12.736,12.547,6.604,cross
5652,0.146,0.088,0.039,0.136,0.102,0.117,jab
5653,0.516,0.682,0.982,3.699,4.831,2.41,leftuppercut
5654,1.825,3.994,1.939,7.072,10.764,6.546,jab
5655,0.401,0.184,0.203,0.296,0.435,0.536,leftnopunch
5656,0.113,0.86,0.223,0.52,0.566,0.577,jab
5657,0.697,0.825,0.497,2.244,1.783,2.88,leftuppercut
5658,1.218,1.162,1.057,2.119,1.93,0.838,righthook
5659,3.702,3.166,3.273,14.312,13.612,17.852,rightuppercut
5660,5.097,3.796,2.874,13.43,17.311,20.793,rightuppercut
5661,0.554,0.309,0.53,0.935,0.518,1.281,rightnopunch
5662,0.186,0.14,0.11,0.157,0.441,0.115,lefthook
5663,0.123,0.135,0.062,0.228,0.16,0.396,leftnopunch
5664,0.062,0.027,0.037,0.061,0.06,0.104,jab
5665,2.309,4.093,2.646,3.261,6.275,3.022,jab
5666,0.039,0.218,0.059,0.132,0.075,0.201,cross
5667,1.857,0.708,1.627,4.685,6.138,6.513,righthook
5668,0.415,0.973,0.23,3.882,3.354,2.103,cross
5669,1.253,2.18,1.865,8.864,6.329,4.35,righthook
5670,0.153,0.075,0.257,0.418,0.237,0.519,rightnopunch
5671,0.495,1.244,1.501,1.724,2.006,0.933,rightuppercut
5672,0.695,0.293,0.325,0.652,0.551,0.465,leftnopunch
5673,0.362,0.57,0.65,2.021,1.463,2.298,righthook
5674,4.121,2.815,2.324,4.032,12.527,13.276,leftuppercut
5675,1.446,3.441,2.737,4.029,8.94,1.905,cross
5676,0.14,0.034,0.023,0.113,0.176,0.175,rightuppercut
5677,0.593,1.89,1.01,4.5,4.002,3.847,jab
5678,0.67,0.551,1.345,2.854,3.477,3.489,lefthook
5679,0.038,0.071,0.055,0.284,0.185,0.125,rightnopunch
5680,0.642,0.8,1.289,2.162,1.862,2.167,rightuppercut
5681,1.211,4.727,2.104,6.707,4.71,5.006,cross
5682,2.2,3.203,1.996,3.54,6.434,2.496,jab
5683,1.981,2.931,1.901,9.267,6.321,10.974,rightuppercut
5684,0.412,0.505,0.166,1.061,0.84,0.419,rightnopunch
5685,0.37,0.575,0.282,1.316,0.557,0.457,cross
5686,1.99,1.37,1.288,2.846,7.503,6.474,leftuppercut
5687,2.339,4.596,2.386,8.912,10.438,11.098,jab
5688,0.178,0.352,0.266,0.556,0.24,0.436,rightnopunch
5689,0.343,0.324,0.282,0.557,0.511,0.515,rightnopunch
5690,1.594,4.522,2.038,9.042,14.894,5.433,cross
5691,0.44,0.549,1.129,2.718,3.544,2.257,lefthook
5692,0.193,0.119,0.136,0.277,0.25,0.219,rightnopunch
5693,2.476,1.569,2.403,5.914,9.189,7.182,righthook
5694,2.365,2.228,1.339,4.336,7.641,11.641,rightuppercut
5695,2.17,1.487,1.593,4.387,8.247,6.932,leftuppercut
5696,1.26,1.269,2.137,8.05,5.815,5.216,lefthook
5697,1.859,2.974,1.29,6.264,14.145,8.04,leftuppercut
5698,2.74,4.31,2.369,4.289,7.829,3.768,jab
5699,0.084,0.178,0.101,0.346,0.186,0.189,rightnopunch
5700,0.355,0.225,0.581,0.458,0.853,0.277,leftuppercut
5701,2.011,1.791,2.142,4.754,9.853,9.58,lefthook
5702,1.774,1.322,1.025,2.012,6.49,3.866,leftuppercut
5703,1.27,4.542,1.666,5.469,5.514,4.215,jab
5704,2.345,3.951,1.856,3.734,7.791,2.968,jab
5705,1.484,1.781,3.601,13.796,12.7,8.357,lefthook
5706,0.145,0.288,0.34,1.919,1.485,1.964,leftnopunch
5707,1.786,2.886,2.816,14.549,14.232,7.436,cross
5708,0.309,1.248,0.802,2.045,1.222,1.313,lefthook
5709,1.14,1.427,1.506,3.503,4.45,3.759,leftuppercut
5710,0.201,0.218,0.423,0.425,0.849,0.491,leftuppercut
5711,0.154,0.073,0.068,0.151,0.21,0.111,rightuppercut
5712,3.483,3.504,2.506,4.629,10.873,13.594,rightuppercut
5713,1.767,4.579,2.846,8.576,12.129,8.989,jab
5714,0.874,0.573,0.265,0.31,0.362,1.145,righthook
5715,0.647,1.82,1.172,2.985,4.063,3.716,leftuppercut
5716,0.287,0.536,0.256,3.273,2.979,1.559,cross
5717,0.182,0.108,0.147,0.148,0.175,0.512,leftnopunch
5718,0.18,0.132,0.121,0.291,0.24,0.722,leftnopunch
5719,0.04,0.365,0.085,0.136,0.163,0.361,jab
5720,1.446,2.878,2.841,11.648,13.365,13.152,lefthook
5721,0.511,1.159,0.702,4.27,3.527,2.803,cross
5722,0.171,0.062,0.132,0.123,0.274,0.17,leftuppercut
5723,2.206,2.878,4.775,22.849,19.059,11.312,righthook
5724,0.484,0.417,0.838,1.979,2.796,2.072,rightnopunch
5725,4.039,2.514,1.811,4.441,7.237,11.189,righthook
5726,0.285,0.319,0.469,1.914,1.888,2.13,leftnopunch
5727,1.81,3.467,3.181,12.696,13.459,7.078,cross
5728,0.637,0.299,0.563,0.953,0.488,1.124,rightnopunch
5729,0.119,0.108,0.046,0.121,0.092,0.35,leftnopunch
5730,0.093,0.294,0.116,0.773,0.782,1.228,leftnopunch
5731,0.249,0.087,0.166,0.229,0.503,0.304,leftnopunch
5732,1.191,1.126,0.754,1.418,6.453,4.348,lefthook
5733,0.47,0.22,0.094,0.278,0.424,0.902,righthook
5734,0.375,0.57,1.29,2.889,3.818,2.314,lefthook
5735,3.84,1.975,3.132,12.245,16.876,12.375,rightuppercut
5736,0.382,0.627,0.576,2.71,2.756,2.518,righthook
5737,0.551,0.672,0.629,3.39,3.292,1.697,cross
5738,0.199,0.13,0.054,0.18,0.21,0.58,leftnopunch
5739,4.595,2.44,2.796,6.333,13.737,13.463,righthook
5740,2.939,1.048,1.772,5.393,7.989,7.776,rightuppercut
5741,2.965,1.667,2.181,3.589,10.742,12.83,lefthook
5742,0.442,2.017,0.739,1.911,1.098,1.014,cross
5743,0.624,1.006,0.724,2.056,3.639,2.364,rightuppercut
5744,0.043,0.044,0.088,0.077,0.15,0.093,leftuppercut
5745,1.724,2.468,4.611,22.566,18.87,11.047,righthook
5746,1.42,2.227,2.705,3.469,8.323,1.765,cross
5747,2.098,2.834,1.526,5.144,8.378,7.717,lefthook
5748,0.654,1.096,1.087,3.735,4.673,2.911,rightuppercut
5749,0.187,0.153,0.172,0.326,0.342,0.221,rightnopunch
5750,1.87,3.354,3.686,16.413,12.006,11.393,lefthook
5751,3.079,2.351,1.73,5.417,14.083,13.366,leftuppercut
5752,0.198,0.146,0.429,0.311,0.785,0.241,leftuppercut
5753,0.972,2.892,1.973,6.369,5.689,4.63,cross
5754,1.724,2.238,2.762,12.808,13.306,7.195,cross
5755,0.284,0.308,0.404,1.998,2.199,2.003,rightnopunch
5756,0.757,1.599,0.804,5.612,4.85,1.858,leftuppercut
5757,0.272,0.195,0.301,0.451,1.441,0.747,leftuppercut
5758,2.253,3.933,2.516,3.271,8.575,3.449,jab
5759,0.882,1.763,1.435,2.789,7.228,2.239,cross
5760,1.574,3.299,2.122,4.049,9.265,1.946,cross
5761,1.884,1.37,3.458,13.371,9.819,9.538,lefthook
5762,1.146,4.898,2.767,8.607,7.04,5.085,jab
5763,0.154,0.061,0.193,0.206,0.49,0.16,leftuppercut
5764,0.535,0.711,0.926,4.064,5.003,2.053,rightuppercut
5765,0.277,0.319,0.351,1.185,2.026,1.786,leftnopunch
5766,0.187,0.13,0.198,0.208,0.358,0.442,righthook
5767,3.629,3.985,3.322,5.276,10.763,14.906,rightuppercut
5768,0.087,0.276,0.201,0.247,0.197,0.47,leftnopunch
5769,0.643,1.369,0.695,2.059,2.063,0.591,cross
5770,0.221,0.194,0.175,0.325,0.35,0.395,righthook
5771,0.815,0.601,1.05,1.862,2.55,1.564,rightuppercut
5772,0.199,0.438,0.518,2.011,1.581,1.656,leftnopunch
5773,3.483,5.288,2.429,7.836,10.851,10.276,jab
5774,0.875,1.519,1.489,6.687,3.217,3.109,righthook
5775,0.917,0.12,0.261,0.366,0.719,1.042,rightuppercut
5776,0.09,0.061,0.089,0.16,0.079,0.109,cross
5777,2.398,1.356,1.876,3.387,13.914,10.403,righthook
5778,1.867,4.608,3.552,8.81,11.764,8.654,jab
5779,0.61,0.583,0.846,1.846,3.13,2.431,rightnopunch
5780,2.263,5.589,1.503,8.437,10.275,8.114,jab
5781,0.16,0.105,0.091,0.096,0.187,0.193,rightuppercut
5782,1.492,1.069,1.326,4.698,7.322,4.683,lefthook
5783,3.614,1.879,1.855,4.897,10.913,11.676,leftuppercut
5784,0.73,0.306,0.402,0.294,1.621,1.712,righthook
5785,0.478,0.411,0.159,0.338,0.487,1.121,righthook
5786,0.67,0.376,0.634,1.241,0.769,1.519,rightnopunch
5787,3.913,3.488,2.017,4.288,13.979,16.502,leftuppercut
5788,0.088,0.158,0.193,0.255,0.216,0.082,rightnopunch
5789,1.104,1.631,1.267,2.161,5.264,2.255,leftuppercut
5790,1.314,1.324,0.729,2.867,2.786,4.58,leftuppercut
5791,1.314,4.441,3.231,10.955,12.162,7.807,jab
5792,0.193,0.072,0.033,0.149,0.256,0.183,rightuppercut
5793,0.055,0.206,0.021,0.09,0.055,0.196,cross
5794,1.011,1.328,0.562,2.509,2.813,0.714,cross
5795,0.704,0.201,0.244,0.587,0.47,0.463,leftnopunch
5796,0.832,0.963,1.586,3.93,5.183,6.331,righthook
5797,0.287,0.136,0.119,0.286,0.216,0.454,rightnopunch
5798,0.1,0.08,0.095,0.299,0.112,0.15,rightnopunch
5799,2.75,2.345,3.152,10.111,16.787,9.912,rightuppercut
5800,1.131,3.104,3.212,3.283,9.92,2.337,cross
5801,1.52,1.174,1.068,2.847,1.97,0.809,leftuppercut
5802,1.506,0.299,0.511,0.759,0.891,1.944,righthook
5803,0.286,0.628,0.957,2.915,2.253,1.805,rightnopunch
5804,0.118,0.183,0.108,0.213,0.322,0.266,cross
5805,0.67,1.569,1.29,1.445,1.598,1.24,jab
5806,0.817,0.251,0.369,0.655,0.421,0.389,leftnopunch
5807,3.731,2.585,1.42,3.505,15.911,16.622,leftuppercut
5808,0.539,0.373,0.975,1.082,1.174,0.941,righthook
5809,0.341,0.178,0.173,0.417,0.364,0.534,leftnopunch
5810,1.291,1.239,2.981,12.792,5.926,5.188,righthook
5811,1.564,1.635,1.874,6.717,5.841,3.827,rightuppercut
5812,2.748,1.352,1.801,4.772,6.677,6.728,rightuppercut
5813,0.185,0.204,0.356,0.668,0.491,0.747,rightnopunch
5814,0.183,0.187,0.123,0.733,0.293,0.537,leftnopunch
5815,2.506,4.648,2.712,8.596,11.771,7.495,jab
5816,0.512,1.144,0.892,3.334,3.012,2.275,leftuppercut
5817,0.113,0.116,0.055,0.143,0.29,0.221,jab
5818,3.015,1.919,2.13,5.054,10.183,12.349,righthook
5819,0.206,0.34,0.295,1.19,1.011,1.248,leftnopunch
5820,1.618,1.206,1.17,3.913,7.738,6.061,leftuppercut
5821,1.793,1.166,1.217,2.941,7.123,5.306,leftuppercut
5822,1.823,2.853,3.328,12.908,13.542,8.979,cross
5823,1.161,2.119,2.292,6.716,6.043,5.142,rightuppercut
5824,0.538,0.425,0.561,2.175,2.246,1.064,rightuppercut
5825,1.978,1.983,1.218,3.293,3.24,2.342,leftuppercut
5826,0.19,0.406,0.292,2.09,1.788,1.76,leftnopunch
5827,0.067,0.145,0.194,0.19,0.511,0.202,lefthook
5828,0.727,1.057,0.468,1.393,1.19,1.098,lefthook
5829,0.732,1.138,0.585,1.815,2.343,1.972,lefthook
5830,1.191,2.045,2.51,3.395,8.714,1.307,cross
5831,2.998,1.833,2.262,4.373,10.682,12.406,lefthook
5832,1.51,1.454,3.424,14.605,9.787,9.979,lefthook
5833,0.089,0.06,0.067,0.084,0.124,0.223,rightuppercut
5834,0.085,0.028,0.08,0.114,0.176,0.09,leftuppercut
5835,0.513,0.205,0.264,0.791,0.756,0.741,leftnopunch
5836,1.077,1.613,0.683,4.071,5.014,2.264,lefthook
5837,0.451,0.384,0.429,1.206,2.884,2.085,rightnopunch
5838,0.188,0.456,0.263,1.686,1.3,1.644,lefthook
5839,2.485,3.805,1.873,4.048,7.473,2.982,jab
5840,0.214,0.171,0.295,1.198,1.476,0.437,rightnopunch
5841,0.907,0.8,2.083,3.732,4.831,4.594,lefthook
5842,1.883,1.448,1.242,3.127,7.8,2.965,lefthook
5843,0.219,0.32,0.279,0.541,0.853,1.383,leftnopunch
5844,1.668,0.693,1.482,3.39,5.33,5.117,righthook
5845,0.334,0.204,0.593,0.288,1.106,0.463,leftuppercut
5846,0.023,0.082,0.024,0.091,0.065,0.143,cross
5847,2.083,2.232,5.065,19.464,21.158,12.916,righthook
5848,1.257,1.545,2.018,3.415,8.057,1.098,cross
5849,2.582,3.506,1.229,3.974,3.263,8.166,jab
5850,4.736,2.745,2.897,7.796,14.391,13.77,righthook
5851,1.392,2.261,1.082,1.429,1.82,2.458,rightuppercut
5852,0.105,0.038,0.028,0.087,0.109,0.082,rightuppercut
5853,1.04,4.023,1.972,5.542,6.033,4.469,jab
5854,1.536,4.895,2.891,8.613,12.541,7.44,jab
5855,1.014,4.844,2.542,4.831,5.166,3.56,cross
5856,0.998,1.386,0.472,1.964,1.555,2.522,jab
5857,0.885,2.247,1.906,3.726,8.866,2.687,cross
5858,0.352,0.055,0.112,0.233,0.384,0.631,leftnopunch
5859,0.213,0.204,0.402,0.209,1.328,0.494,lefthook
5860,1.595,0.305,0.453,1.029,1.019,2.031,rightuppercut
5861,0.875,2.122,1.635,3.724,5.004,4.294,jab
5862,0.378,0.235,0.266,0.357,0.76,0.185,lefthook
5863,0.604,3.187,0.723,4.432,5.973,5.0,jab
5864,1.874,0.336,0.842,2.111,1.737,4.292,rightuppercut
5865,0.04,0.072,0.038,0.086,0.055,0.106,rightnopunch
5866,0.651,0.241,0.355,0.562,0.441,0.634,leftnopunch
5867,1.763,4.698,2.501,7.857,14.164,9.061,jab
5868,2.938,1.991,2.465,6.781,11.283,11.295,righthook
5869,0.578,0.243,0.245,0.337,0.101,0.37,leftnopunch
5870,1.328,2.155,4.272,18.569,15.214,13.284,lefthook
5871,0.355,0.491,0.337,0.686,0.4,0.442,rightnopunch
5872,2.14,3.96,2.331,3.206,8.37,2.793,jab
5873,2.216,6.259,3.084,8.658,11.625,8.171,jab
5874,0.457,0.996,0.562,1.581,0.67,0.771,leftuppercut
5875,0.149,0.18,0.342,0.448,0.846,0.21,leftuppercut
5876,0.865,2.177,2.533,4.391,9.333,2.317,cross
5877,0.459,0.232,0.825,0.536,1.141,0.52,leftuppercut
5878,0.527,1.031,1.001,2.771,3.018,3.826,lefthook
5879,0.633,1.402,0.917,3.004,0.855,0.772,leftuppercut
5880,0.35,0.327,0.678,2.0,3.247,2.273,rightnopunch
5881,2.252,1.551,1.196,2.735,8.75,7.28,leftuppercut
5882,0.336,0.196,0.219,0.421,0.186,0.403,leftnopunch
5883,2.742,1.416,2.24,4.449,7.211,8.743,righthook
5884,0.119,0.099,0.248,0.163,0.61,0.125,lefthook
5885,2.567,1.357,1.787,5.328,7.474,7.746,rightuppercut
5886,0.328,0.426,0.437,1.205,1.168,2.077,leftuppercut
5887,0.367,0.454,0.412,1.417,1.448,1.544,leftnopunch
5888,0.174,0.263,0.367,0.91,0.711,0.52,rightnopunch
5889,0.523,0.237,0.468,0.996,2.33,1.363,lefthook
5890,0.276,0.831,0.246,2.248,1.758,2.133,jab
5891,2.772,4.512,1.879,7.782,9.962,11.065,leftuppercut
5892,1.052,0.953,1.767,6.526,5.053,3.829,lefthook
5893,0.475,0.633,0.864,2.215,3.138,1.693,rightnopunch
5894,4.63,3.415,2.72,14.285,23.549,20.003,rightuppercut
5895,1.809,1.131,1.519,4.195,7.281,4.399,rightuppercut
5896,0.582,1.38,0.776,1.607,1.75,0.805,cross
5897,2.504,4.809,2.838,18.075,16.237,9.102,cross
5898,1.111,1.285,0.963,2.704,3.909,1.927,rightuppercut
5899,0.611,1.558,0.842,1.563,3.778,1.278,cross
5900,2.858,1.759,1.243,3.588,12.692,11.283,leftuppercut
5901,1.607,1.455,3.784,15.785,14.789,10.308,lefthook
5902,0.144,0.263,0.517,1.706,2.069,1.749,leftnopunch
5903,2.89,1.058,1.362,1.587,8.891,4.615,righthook
5904,0.425,0.296,0.627,0.76,0.672,0.721,rightnopunch
5905,0.817,1.404,0.509,1.937,1.461,1.22,lefthook
5906,2.083,2.433,3.121,16.004,11.404,9.823,lefthook
5907,1.803,3.487,3.413,12.198,11.248,6.131,cross
5908,0.105,0.047,0.058,0.225,0.106,0.543,leftnopunch
5909,0.08,0.145,0.064,0.105,0.087,0.126,rightuppercut
5910,3.469,3.246,2.235,11.743,15.935,17.05,rightuppercut
5911,0.054,0.092,0.067,0.134,0.178,0.228,righthook
5912,0.982,1.638,0.815,4.467,4.524,2.142,lefthook
5913,0.71,0.153,0.28,0.5,1.25,1.839,righthook
5914,0.224,0.499,0.405,0.806,0.926,0.372,rightuppercut
5915,0.135,0.143,0.246,0.165,0.462,0.255,lefthook
5916,4.094,2.254,1.771,4.755,15.232,14.748,leftuppercut
5917,1.179,1.046,1.475,2.473,6.176,3.424,leftuppercut
5918,0.25,0.368,0.499,1.971,2.104,1.448,rightnopunch
5919,0.272,0.459,0.262,1.458,1.424,1.579,leftnopunch
5920,0.312,1.02,0.548,1.548,0.636,0.59,leftuppercut
5921,0.73,2.098,1.547,4.019,5.294,3.816,jab
5922,1.19,1.341,0.733,3.928,2.099,1.406,lefthook
5923,0.067,0.075,0.061,0.251,0.15,0.13,righthook
5924,1.524,3.801,3.546,4.076,10.736,4.009,cross
5925,1.178,1.462,0.53,2.158,3.222,1.075,leftuppercut
5926,0.296,0.486,0.295,2.255,1.641,1.889,leftnopunch
5927,0.342,0.758,0.366,2.875,2.801,1.964,cross
5928,0.178,0.137,0.112,0.149,0.357,0.248,righthook
5929,1.02,1.168,1.537,2.729,4.868,0.995,righthook
5930,1.355,2.468,2.238,12.06,8.248,5.009,cross
5931,0.098,0.044,0.102,0.168,0.211,0.504,leftnopunch
5932,0.035,0.11,0.025,0.064,0.064,0.063,cross
5933,0.288,1.05,0.783,1.965,0.856,0.978,rightuppercut
5934,1.837,1.376,1.128,3.796,7.83,6.091,lefthook
5935,0.804,0.817,0.127,0.447,0.55,1.254,righthook
5936,0.915,0.718,1.224,4.751,4.09,2.988,righthook
5937,0.339,0.237,0.319,0.684,0.377,1.065,rightnopunch
5938,1.222,1.717,1.285,6.449,5.448,2.801,cross
5939,1.87,3.771,2.743,3.758,6.927,2.908,jab
5940,0.24,0.237,0.269,0.559,0.612,0.29,rightnopunch
5941,1.586,1.248,1.398,4.404,7.675,4.13,lefthook
5942,1.012,2.874,3.051,3.219,8.378,2.59,cross
5943,0.588,0.295,0.281,0.356,0.272,0.486,leftnopunch
5944,3.475,2.63,1.704,3.354,10.927,10.552,leftuppercut
5945,0.678,0.482,0.961,3.14,2.152,1.078,rightnopunch
5946,0.098,0.049,0.12,0.111,0.212,0.173,lefthook
5947,1.802,4.358,2.697,9.165,12.417,6.781,cross
5948,0.24,0.277,0.376,1.441,2.091,1.416,leftnopunch
5949,2.244,1.258,1.217,3.379,7.923,5.413,leftuppercut
5950,0.297,0.185,0.31,0.974,1.102,1.047,leftnopunch
5951,0.443,0.633,0.698,2.935,2.978,1.624,rightnopunch
5952,0.135,0.044,0.105,0.102,0.273,0.086,leftuppercut
5953,2.878,1.43,1.694,5.306,12.682,10.429,righthook
5954,4.602,2.322,1.908,3.475,11.516,13.735,righthook
5955,2.164,3.338,3.132,12.092,11.45,8.177,cross
5956,0.1,0.083,0.056,0.146,0.119,0.212,righthook
5957,0.006,0.014,0.012,0.06,0.022,0.033,leftnopunch
5958,0.637,0.281,0.602,2.183,4.46,1.883,rightnopunch
5959,1.384,3.551,2.764,7.724,10.7,5.404,jab
5960,0.969,0.309,0.357,0.62,0.877,1.3,righthook
5961,0.1,0.067,0.134,0.399,0.279,0.089,rightnopunch
5962,1.98,2.92,3.179,15.166,11.332,11.323,lefthook
5963,1.708,2.949,3.042,10.349,11.31,5.384,cross
