,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
447,2.432,3.987,2.695,11.441,15.017,9.481,cross
448,0.39,0.788,0.637,0.79,1.042,1.027,cross
449,0.539,2.81,1.137,3.033,2.648,1.646,jab
450,0.123,0.112,0.136,0.329,0.221,0.312,rightnopunch
451,0.226,0.349,0.554,2.298,2.877,1.858,leftnopunch
452,1.142,2.662,2.991,3.14,9.979,3.563,cross
453,1.882,6.171,2.333,8.951,14.972,11.051,jab
454,4.749,3.323,2.925,12.223,20.261,22.474,rightuppercut
455,0.405,0.196,0.283,0.773,0.546,0.889,rightnopunch
456,1.243,1.661,0.484,3.263,3.324,1.976,jab
457,1.539,1.703,3.986,17.668,14.017,11.28,righthook
458,0.83,2.193,0.739,4.129,4.565,3.823,jab
459,0.068,0.083,0.077,0.146,0.133,0.221,cross
460,0.21,0.271,0.371,1.425,2.594,1.267,rightnopunch
461,4.249,2.231,2.793,6.751,12.509,12.123,righthook
462,0.149,0.208,0.092,0.138,0.158,0.179,righthook
463,1.777,3.8,3.345,17.899,14.474,9.009,cross
464,1.12,1.437,0.536,3.156,3.097,1.977,lefthook
465,0.276,0.262,0.085,0.415,0.334,0.435,righthook
466,2.072,0.94,1.987,5.266,7.997,7.611,righthook
467,0.026,0.068,0.1,0.116,0.073,0.068,rightnopunch
468,0.117,0.19,0.21,0.51,0.529,0.322,rightnopunch
469,0.817,1.938,0.834,1.266,2.241,1.593,jab
470,0.603,2.874,2.038,6.75,5.517,4.308,jab
471,0.024,0.026,0.033,0.068,0.049,0.067,leftnopunch
472,0.961,2.36,1.288,1.39,2.552,1.36,jab
473,0.112,0.125,0.037,0.172,0.159,0.381,jab
474,2.763,3.428,2.968,7.156,10.712,10.631,leftuppercut
475,4.298,2.524,2.775,8.425,16.265,19.464,rightuppercut
476,1.769,1.84,3.314,14.634,10.904,10.574,lefthook
477,1.849,2.072,2.125,5.94,5.958,7.449,lefthook
478,0.257,0.286,0.472,1.308,2.224,1.375,rightnopunch
479,0.187,0.148,0.223,0.24,0.71,0.203,lefthook
480,1.743,2.53,4.091,19.848,15.946,12.903,lefthook
481,0.744,0.889,1.018,1.837,2.775,1.787,lefthook
482,0.487,0.358,0.537,0.557,0.507,0.818,rightnopunch
483,0.654,0.256,0.15,0.249,0.373,0.945,rightuppercut
484,0.162,0.751,0.406,0.277,0.243,0.844,cross
485,0.17,0.306,0.292,1.459,1.784,1.109,rightnopunch
486,0.243,0.778,0.307,1.88,2.508,2.168,jab
487,0.409,0.196,0.152,0.866,0.76,0.476,rightnopunch
488,0.149,0.205,0.127,0.256,0.305,0.574,righthook
489,0.051,0.084,0.061,0.369,0.572,0.244,leftnopunch
490,3.932,2.555,1.886,4.035,13.926,13.758,leftuppercut
491,2.129,3.771,3.581,17.078,13.948,10.205,cross
492,0.242,0.121,0.116,0.459,0.446,0.423,leftnopunch
493,2.131,1.111,1.847,5.843,7.192,5.975,righthook
494,3.253,2.276,2.05,4.922,11.272,11.414,leftuppercut
495,0.423,0.549,0.075,1.571,1.035,0.412,cross
496,0.828,0.641,0.661,3.067,3.447,2.559,lefthook
497,0.609,1.226,0.517,1.306,2.29,1.183,jab
498,0.426,1.479,1.236,1.204,2.275,0.9,cross
499,1.086,2.152,1.412,2.937,5.709,2.746,jab
500,0.54,0.802,0.611,1.869,1.349,1.062,leftuppercut
501,0.516,0.649,0.515,1.469,1.278,0.613,righthook
502,0.556,0.247,0.288,0.554,0.245,0.576,leftnopunch
503,2.54,1.315,1.528,4.262,6.0,9.611,righthook
504,0.054,0.069,0.047,0.088,0.056,0.111,jab
505,0.733,0.611,0.766,1.733,2.618,1.769,lefthook
506,0.02,0.044,0.012,0.048,0.035,0.055,jab
507,0.131,0.174,0.181,1.091,1.146,1.529,leftuppercut
508,1.483,2.055,1.39,4.933,8.081,5.173,lefthook
509,2.397,1.845,0.721,3.542,12.366,6.544,leftuppercut
510,1.11,2.672,1.313,4.861,4.852,4.552,cross
511,0.34,0.34,0.424,0.779,0.842,0.841,rightnopunch
512,1.674,2.789,3.34,13.969,13.543,8.247,cross
513,1.458,2.619,2.152,13.52,13.852,6.202,cross
514,0.3,0.134,0.172,0.573,0.231,0.704,leftnopunch
515,0.307,0.865,0.306,1.978,0.993,1.826,jab
516,0.384,0.43,0.439,1.586,1.534,1.563,leftnopunch
517,0.561,0.226,0.089,0.296,0.308,0.76,righthook
518,0.512,0.239,0.38,0.703,0.621,1.029,rightnopunch
519,0.543,0.924,0.601,1.408,1.416,1.033,jab
520,0.125,0.086,0.155,0.145,0.368,0.204,lefthook
521,0.362,0.312,0.288,0.713,0.762,0.411,rightnopunch
522,0.725,2.95,1.809,3.366,4.6,3.857,jab
523,1.538,1.357,2.531,11.948,5.627,6.245,lefthook
524,0.354,0.499,0.687,2.077,1.152,0.672,cross
525,0.237,0.213,0.125,0.266,0.563,0.154,lefthook
526,0.533,0.953,0.433,1.855,3.329,1.759,jab
527,0.358,0.354,0.723,0.476,1.267,0.428,leftuppercut
528,0.078,0.078,0.123,0.268,0.11,0.137,rightnopunch
529,1.777,2.998,1.438,4.026,6.798,4.579,jab
530,0.503,0.492,0.325,2.765,3.443,1.59,cross
531,2.044,3.112,3.476,17.565,13.699,13.705,lefthook
532,0.213,0.334,0.548,2.01,2.454,2.055,rightnopunch
533,0.371,0.505,0.389,0.82,1.098,0.756,cross
534,0.819,1.402,1.739,2.953,3.469,2.561,lefthook
535,1.998,1.914,4.742,17.776,17.541,13.112,righthook
536,0.149,0.321,0.158,1.633,1.522,2.605,jab
537,0.496,0.414,1.046,1.971,2.423,1.853,rightnopunch
538,0.119,0.055,0.048,0.094,0.188,0.25,righthook
539,1.749,3.115,2.956,4.446,9.768,2.425,cross
540,0.189,0.24,0.397,0.769,0.451,0.913,rightnopunch
541,0.501,0.966,0.55,1.329,0.834,0.608,leftuppercut
542,0.123,0.068,0.116,0.149,0.295,0.121,lefthook
543,0.204,0.893,0.494,1.076,1.234,0.7,rightuppercut
544,2.085,2.818,3.494,13.582,12.547,8.606,lefthook
545,2.095,2.83,4.644,18.223,15.546,13.594,lefthook
546,0.164,0.299,0.315,1.88,1.304,1.604,leftnopunch
547,0.268,0.937,0.949,1.825,1.394,1.283,rightuppercut
548,0.026,0.037,0.033,0.08,0.043,0.103,rightuppercut
549,2.303,2.66,4.649,17.69,16.186,12.615,lefthook
550,1.207,1.921,1.813,2.978,6.487,1.35,cross
551,0.645,0.504,0.492,2.141,2.261,1.812,lefthook
552,0.281,0.536,0.205,0.82,0.559,0.497,lefthook
553,0.033,0.066,0.03,0.077,0.142,0.219,cross
554,0.672,0.484,1.233,3.764,1.967,2.149,cross
555,0.275,0.589,0.686,2.141,2.121,1.523,rightnopunch
556,1.467,2.099,2.146,6.282,11.502,6.905,cross
557,1.418,2.952,3.066,4.175,9.874,2.357,cross
558,0.112,0.102,0.16,0.219,0.584,0.111,lefthook
559,0.54,0.69,1.1,2.891,2.656,2.02,rightnopunch
560,2.276,3.103,3.564,13.521,11.677,7.423,cross
561,1.55,1.525,0.752,3.802,5.726,3.713,lefthook
562,0.917,3.031,2.378,6.438,5.842,4.893,jab
563,0.239,0.174,0.201,0.24,0.304,0.219,rightnopunch
564,1.188,3.02,2.307,4.706,5.054,4.269,cross
565,2.723,2.888,3.335,16.782,12.655,11.601,lefthook
566,3.527,3.409,2.171,6.08,11.727,11.937,leftuppercut
567,0.375,0.206,0.312,0.481,0.401,0.338,leftnopunch
568,1.094,5.255,2.845,8.886,6.883,5.616,jab
569,0.463,0.335,0.377,0.87,0.776,1.264,rightnopunch
570,0.444,0.197,0.083,0.55,0.57,1.104,righthook
571,1.577,2.526,2.747,14.194,12.337,9.859,lefthook
572,0.143,0.066,0.034,0.109,0.232,0.179,rightuppercut
573,0.286,0.63,0.615,0.499,0.768,0.447,rightnopunch
574,0.027,0.041,0.023,0.075,0.067,0.073,jab
575,1.828,1.681,1.633,4.373,7.414,4.906,leftuppercut
576,1.787,4.947,2.807,8.232,13.92,9.398,jab
577,1.325,2.999,1.68,3.066,6.287,2.702,jab
578,0.056,0.058,0.148,0.184,0.291,0.177,leftuppercut
579,3.302,1.666,2.427,5.581,6.505,7.979,lefthook
580,0.977,1.18,0.447,3.187,2.299,2.444,lefthook
581,3.344,2.042,1.376,4.201,10.668,11.097,leftuppercut
582,0.212,0.218,0.182,0.569,0.483,0.725,rightnopunch
583,0.472,0.823,0.831,2.619,3.802,3.21,rightuppercut
584,1.194,4.756,2.836,7.536,5.843,6.262,cross
585,0.053,0.107,0.045,0.104,0.09,0.125,righthook
586,0.259,0.222,0.188,0.335,0.746,0.75,leftnopunch
587,0.563,1.431,0.566,2.923,2.275,3.66,leftuppercut
588,3.225,2.676,2.081,6.227,11.085,10.565,leftuppercut
589,0.568,0.932,0.645,2.598,4.04,2.286,cross
590,3.322,1.921,2.166,5.695,10.061,9.429,leftuppercut
591,0.513,0.189,0.156,0.454,0.502,0.586,leftnopunch
592,0.575,0.271,0.257,0.492,0.545,0.544,leftnopunch
593,0.041,0.075,0.05,0.153,0.106,0.112,rightnopunch
594,0.211,0.111,0.393,0.337,0.875,0.194,leftuppercut
595,0.558,0.64,0.792,1.7,3.464,1.71,rightnopunch
596,0.322,0.874,0.304,1.204,1.572,1.593,leftuppercut
597,1.076,4.167,2.319,5.629,5.422,4.227,cross
598,0.786,0.832,1.472,2.314,1.777,2.191,lefthook
599,0.375,0.192,0.109,0.217,0.509,0.328,leftnopunch
600,0.383,0.282,0.192,0.406,0.765,1.183,leftnopunch
601,0.077,0.154,0.132,0.344,0.205,0.176,rightnopunch
602,0.328,0.677,0.646,2.912,2.858,1.965,cross
603,1.186,2.154,1.669,5.46,8.98,3.018,lefthook
604,0.052,0.029,0.018,0.083,0.068,0.106,righthook
605,0.578,0.639,0.728,2.326,3.157,1.874,rightnopunch
606,3.177,2.576,2.366,6.667,9.622,10.958,leftuppercut
607,2.837,3.747,2.102,5.819,17.556,13.571,leftuppercut
608,1.111,3.076,2.399,5.432,5.646,3.207,cross
609,1.215,1.977,1.85,4.16,9.057,1.604,cross
610,0.159,0.274,0.089,0.585,0.408,0.68,leftnopunch
611,1.547,2.221,2.889,11.46,14.979,7.216,righthook
612,0.292,0.475,0.639,2.38,3.396,2.391,rightnopunch
613,1.574,3.181,2.396,3.206,7.065,2.578,jab
614,0.275,0.511,0.594,1.397,1.359,0.781,rightuppercut
615,1.522,2.087,4.268,18.429,16.703,11.548,lefthook
616,0.649,1.366,0.635,1.439,2.723,1.888,jab
617,0.221,0.321,0.248,1.54,1.4,1.852,leftuppercut
618,0.223,0.304,0.409,2.243,1.827,1.732,leftnopunch
619,0.318,1.583,0.766,0.76,0.53,0.711,cross
620,0.039,0.046,0.072,0.132,0.092,0.096,leftuppercut
621,0.88,0.876,0.547,2.301,2.426,1.758,lefthook
622,0.117,0.165,0.261,0.186,0.34,0.55,leftnopunch
623,2.664,3.145,5.036,17.962,19.049,12.597,righthook
624,3.903,2.355,2.01,5.426,9.554,11.554,righthook
625,2.906,6.463,2.068,8.708,11.464,11.521,jab
626,0.271,0.805,0.643,1.39,1.057,0.725,rightuppercut
627,0.16,0.093,0.204,0.186,0.387,0.101,leftuppercut
628,0.825,0.625,0.944,1.186,1.61,0.752,lefthook
629,0.753,1.839,0.913,5.146,3.308,2.472,leftuppercut
630,0.553,1.098,1.913,5.35,6.955,3.471,rightuppercut
631,2.801,2.338,1.641,5.417,9.066,10.354,righthook
632,0.461,0.799,0.787,2.341,5.734,1.499,leftuppercut
633,2.523,4.213,2.656,3.626,7.371,2.638,jab
634,1.695,2.135,4.444,17.015,17.177,12.942,lefthook
635,0.198,0.268,0.46,0.575,0.35,0.413,rightnopunch
636,1.279,2.036,1.336,1.852,2.824,1.308,jab
637,0.295,1.28,1.169,2.076,1.301,1.502,lefthook
638,2.308,2.987,3.5,18.078,14.302,11.103,lefthook
639,0.263,0.325,0.259,0.807,0.785,0.655,jab
640,0.198,0.158,0.149,0.342,0.772,0.784,leftnopunch
641,4.878,3.383,2.256,9.438,19.13,22.581,rightuppercut
642,0.67,0.669,0.714,2.662,1.847,2.645,lefthook
643,1.31,4.173,2.68,8.987,12.811,4.965,cross
644,0.604,1.402,0.921,4.34,2.228,3.464,jab
645,1.758,1.855,3.966,17.605,16.203,12.656,lefthook
646,3.382,2.733,1.445,4.675,10.798,10.459,leftuppercut
647,0.201,0.189,0.172,0.381,0.177,0.742,rightnopunch
648,0.989,1.94,1.782,8.761,4.877,4.67,cross
649,0.128,0.066,0.246,0.25,0.654,0.249,leftuppercut
650,0.694,0.605,0.258,0.433,1.126,0.433,lefthook
651,0.134,0.169,0.114,0.355,0.186,0.214,righthook
652,0.346,0.623,0.599,2.822,2.429,2.685,righthook
653,4.06,2.43,1.913,4.261,12.783,13.065,leftuppercut
654,0.413,0.423,0.353,1.058,0.613,0.352,leftuppercut
655,0.572,1.086,1.075,1.669,1.916,1.41,lefthook
656,1.495,2.731,1.931,9.047,7.544,9.742,rightuppercut
657,0.526,0.608,0.819,1.655,2.299,2.564,leftuppercut
658,1.059,0.802,1.092,2.169,1.181,1.337,leftuppercut
659,1.838,1.657,1.659,3.675,6.788,9.055,righthook
660,2.386,1.008,2.271,5.515,8.556,6.095,righthook
661,0.363,0.35,0.476,0.735,0.557,0.55,rightnopunch
662,3.681,3.284,2.285,5.243,13.461,13.886,leftuppercut
663,0.269,0.509,0.627,1.233,1.132,0.714,rightuppercut
664,0.545,0.233,0.168,0.173,0.387,0.678,rightuppercut
665,0.457,0.871,0.675,2.602,2.743,2.469,righthook
666,1.98,1.123,0.796,3.446,5.414,5.106,rightuppercut
667,1.114,1.417,0.576,1.739,2.59,1.831,lefthook
668,1.643,2.71,2.759,12.264,7.759,6.971,cross
669,2.423,3.306,3.869,17.917,16.841,11.832,righthook
670,0.133,0.126,0.073,0.213,0.233,0.265,righthook
671,4.435,3.632,2.208,5.334,18.346,18.753,leftuppercut
672,0.099,0.138,0.157,0.404,0.171,0.353,leftnopunch
673,3.912,2.893,2.322,5.453,14.914,15.834,leftuppercut
674,0.841,1.953,0.798,1.639,2.968,2.37,jab
675,0.267,0.17,0.146,0.434,0.217,0.523,leftnopunch
676,0.818,1.174,0.185,1.318,1.332,1.285,lefthook
677,0.56,0.756,0.822,1.204,0.904,0.684,lefthook
678,1.879,1.687,1.099,3.627,6.904,4.798,lefthook
679,0.76,0.437,0.485,0.383,2.166,1.405,lefthook
680,0.354,0.708,0.887,2.406,3.713,1.965,rightnopunch
681,0.047,0.079,0.049,0.102,0.051,0.148,righthook
682,0.231,0.197,0.108,1.214,1.332,1.464,leftnopunch
683,0.09,0.072,0.024,0.085,0.046,0.278,leftnopunch
684,0.11,1.347,0.335,1.158,0.904,0.937,cross
685,0.206,0.098,0.131,0.192,0.389,0.573,leftnopunch
686,0.116,0.077,0.067,0.086,0.415,0.213,lefthook
687,1.754,1.753,0.991,4.764,8.962,6.162,lefthook
688,0.32,0.959,0.395,3.61,2.967,1.432,cross
689,0.475,0.163,0.307,0.253,0.105,0.362,leftnopunch
690,1.346,0.975,1.091,1.763,6.436,3.262,leftuppercut
691,0.266,0.45,0.645,1.968,2.064,2.652,rightnopunch
692,0.483,0.173,0.232,0.535,0.226,0.551,leftnopunch
693,1.772,0.399,0.98,1.71,2.641,4.225,rightuppercut
694,0.373,1.468,0.628,0.62,0.329,0.972,cross
695,0.748,0.944,1.35,4.928,5.829,3.479,cross
696,1.45,4.906,3.073,8.341,12.046,8.014,jab
697,0.28,0.266,0.102,0.549,0.573,0.347,leftnopunch
698,0.142,0.04,0.116,0.113,0.193,0.071,leftuppercut
699,0.247,0.138,0.122,0.465,0.329,0.192,rightnopunch
700,0.151,0.07,0.105,0.181,0.317,0.391,leftnopunch
701,1.546,1.543,1.198,3.45,8.1,5.262,lefthook
702,0.055,0.082,0.108,0.142,0.263,0.126,rightnopunch
703,0.316,0.186,0.135,0.943,1.549,1.627,leftnopunch
704,0.982,2.676,3.208,3.936,10.137,3.131,cross
705,0.465,0.153,0.213,0.36,0.399,0.286,leftnopunch
706,1.332,3.577,3.471,4.387,10.256,3.173,cross
707,0.568,1.187,0.857,1.955,3.255,1.179,rightuppercut
708,1.082,5.421,2.904,8.033,6.543,4.749,jab
709,0.034,0.029,0.011,0.035,0.034,0.051,jab
710,0.137,0.552,0.307,1.09,0.555,0.901,rightuppercut
711,0.298,0.973,0.777,1.825,1.165,0.915,lefthook
712,0.358,0.666,0.782,3.285,3.095,2.455,rightnopunch
713,0.103,0.048,0.045,0.087,0.168,0.096,rightuppercut
714,1.895,1.9,3.456,14.845,9.503,7.527,righthook
715,0.182,0.075,0.052,0.105,0.182,0.504,leftnopunch
716,2.2,4.0,2.445,3.448,7.795,3.115,jab
717,1.104,1.765,1.683,6.341,3.54,2.429,cross
718,4.748,3.377,3.185,11.845,20.205,22.183,rightuppercut
719,0.564,0.338,0.51,2.701,1.896,1.993,leftnopunch
720,1.686,2.924,4.308,18.39,15.567,13.958,lefthook
721,0.088,0.108,0.1,0.174,0.261,0.179,rightnopunch
722,3.003,1.789,2.472,6.131,9.617,10.734,rightuppercut
723,3.644,2.322,2.863,6.707,15.264,12.738,righthook
724,0.083,0.126,0.194,0.096,0.158,0.109,rightnopunch
725,0.551,0.52,0.376,1.547,1.822,1.646,leftnopunch
726,1.118,1.04,1.905,3.358,2.927,1.976,lefthook
727,0.741,0.242,0.335,0.782,0.453,0.51,leftnopunch
728,0.658,0.504,1.467,7.029,3.533,2.815,rightuppercut
729,0.855,1.647,1.087,7.666,3.538,3.521,leftuppercut
730,0.697,1.262,0.537,2.309,2.082,5.015,leftuppercut
731,0.898,1.99,1.905,9.835,5.959,5.378,rightuppercut
732,0.694,0.729,0.861,3.067,1.916,1.263,righthook
733,0.06,0.073,0.048,0.11,0.121,0.174,jab
734,3.943,3.545,3.15,14.787,17.563,18.825,rightuppercut
735,0.147,0.299,0.164,0.994,0.388,1.381,rightnopunch
736,1.87,1.019,0.828,3.097,5.559,4.851,rightuppercut
737,1.281,3.132,3.166,3.445,10.725,3.326,cross
738,0.271,0.203,0.295,0.455,0.694,0.546,leftnopunch
739,0.377,0.157,0.665,0.49,0.928,0.36,leftuppercut
740,0.134,0.063,0.138,0.145,0.205,0.352,leftnopunch
741,1.279,2.245,1.038,2.321,3.721,2.112,lefthook
742,1.05,3.984,1.641,5.189,4.968,5.181,jab
743,0.358,0.858,0.436,1.082,1.908,0.801,cross
744,1.202,5.791,2.743,8.283,7.217,5.665,jab
745,0.154,0.315,0.247,0.512,0.36,0.503,rightnopunch
746,0.175,0.1,0.386,0.291,0.419,0.471,leftnopunch
747,0.354,0.575,0.619,2.488,3.066,1.905,lefthook
748,0.766,0.811,0.706,3.043,4.352,2.976,cross
749,0.063,0.07,0.081,0.205,0.125,0.264,jab
750,2.685,1.137,1.369,4.452,6.22,6.515,rightuppercut
751,1.894,1.424,1.232,2.376,5.662,1.764,righthook
752,0.518,1.308,0.607,1.684,1.89,0.763,cross
753,0.627,1.625,1.138,4.814,5.241,2.364,rightuppercut
754,1.152,0.574,0.704,2.84,3.061,1.649,rightuppercut
755,3.738,2.775,2.169,9.347,16.238,14.904,rightuppercut
756,0.878,2.349,1.565,1.679,3.121,1.498,jab
757,2.912,3.045,3.288,16.794,13.084,13.401,lefthook
758,1.063,1.601,2.586,11.828,6.196,7.999,lefthook
759,1.929,1.259,1.092,2.734,7.581,4.407,rightuppercut
760,0.333,0.238,0.24,0.682,0.465,0.508,rightnopunch
761,0.326,0.58,0.147,0.782,0.78,0.374,jab
762,0.312,0.165,0.175,0.282,0.311,0.577,leftnopunch
763,0.339,0.316,0.342,1.203,0.964,0.605,cross
764,0.927,0.439,0.778,1.498,2.565,2.679,leftuppercut
765,0.405,0.17,0.186,0.317,0.358,0.503,leftnopunch
766,1.008,1.024,1.669,4.666,6.737,4.964,rightuppercut
767,2.464,1.594,1.405,4.62,7.132,7.424,rightuppercut
768,0.642,1.072,0.633,1.099,1.494,0.938,jab
769,0.181,0.752,0.337,0.417,0.768,0.648,jab
770,1.031,0.966,1.472,1.932,2.181,0.773,righthook
771,1.584,0.687,0.923,1.006,2.454,2.137,leftuppercut
772,1.167,2.229,1.259,2.582,4.065,1.546,lefthook
773,0.505,0.829,0.38,1.705,1.032,0.74,cross
774,0.567,1.462,0.492,3.547,2.337,3.201,jab
775,3.513,1.544,3.303,6.235,7.995,9.84,lefthook
776,1.185,1.354,0.955,2.744,7.713,4.341,leftuppercut
777,0.193,0.336,0.222,1.176,1.507,1.367,leftnopunch
778,0.331,0.542,0.475,2.259,2.002,2.545,righthook
779,0.76,1.069,1.754,4.14,5.513,3.43,lefthook
780,0.036,0.072,0.052,0.159,0.11,0.117,righthook
781,0.325,1.671,0.596,2.726,3.095,2.321,jab
782,0.16,0.218,0.298,0.488,0.757,0.2,lefthook
783,0.092,0.06,0.022,0.098,0.129,0.096,lefthook
784,0.358,0.35,0.449,0.899,1.011,0.669,rightnopunch
785,0.591,1.561,1.32,1.651,3.589,1.441,rightuppercut
786,0.277,0.134,0.336,0.245,0.565,0.893,rightnopunch
787,0.185,0.205,0.082,0.333,0.133,0.408,righthook
788,0.197,0.081,0.115,0.103,0.16,0.172,lefthook
789,2.296,2.09,2.109,5.341,5.446,10.943,rightuppercut
790,2.209,4.341,2.742,3.613,7.069,3.0,jab
791,1.467,1.846,2.459,12.543,13.14,6.035,cross
792,3.241,2.824,2.899,5.858,11.505,11.27,leftuppercut
793,0.66,0.556,1.392,1.747,2.345,0.651,righthook
794,0.181,0.133,0.1,0.662,0.439,0.288,rightnopunch
795,0.437,0.334,0.877,1.787,3.563,1.656,rightnopunch
796,1.597,1.653,1.24,3.845,7.963,5.88,lefthook
797,0.177,0.181,0.135,0.24,0.194,0.421,cross
798,0.312,0.332,0.481,1.725,2.644,1.025,rightnopunch
799,1.594,4.76,3.432,9.749,10.784,6.556,jab
800,1.922,1.158,1.899,2.937,9.113,4.535,lefthook
801,1.186,2.077,1.535,6.995,5.152,4.342,cross
802,0.48,0.773,0.841,2.75,3.419,1.732,lefthook
803,0.516,0.295,0.406,0.506,0.553,0.923,rightnopunch
804,0.115,0.229,0.311,0.426,0.4,0.462,leftnopunch
805,0.954,1.435,1.599,4.647,4.409,2.193,cross
806,0.113,0.089,0.065,0.14,0.194,0.161,rightuppercut
807,1.383,2.218,2.76,3.779,8.957,1.865,cross
808,0.082,0.045,0.046,0.156,0.255,0.093,leftuppercut
809,2.289,4.885,2.668,6.354,10.546,8.818,jab
810,0.83,1.356,1.016,2.358,2.552,2.559,leftuppercut
811,0.206,0.461,0.593,2.292,2.776,2.398,rightnopunch
812,1.354,0.777,1.965,5.303,7.997,4.025,righthook
813,0.105,0.097,0.175,0.122,0.457,0.138,lefthook
814,1.851,0.556,1.039,2.433,2.04,4.314,rightuppercut
815,0.105,0.061,0.081,0.233,0.263,0.687,leftnopunch
816,0.695,0.88,0.59,4.509,5.041,2.763,cross
817,0.288,0.383,0.266,1.016,0.801,0.531,jab
818,1.658,5.103,3.228,8.824,12.034,8.514,jab
819,4.567,4.125,2.693,8.846,18.568,19.94,rightuppercut
820,0.282,0.601,0.419,0.63,0.45,0.755,rightnopunch
821,1.709,4.395,2.279,8.031,13.204,7.527,jab
822,1.136,1.022,1.835,9.475,3.83,5.553,lefthook
823,0.1,0.034,0.027,0.095,0.076,0.054,rightuppercut
824,0.35,0.371,0.461,1.351,2.37,1.817,rightnopunch
825,0.98,3.536,2.53,6.088,5.082,3.776,cross
826,0.376,0.279,0.168,0.252,0.44,0.869,righthook
827,1.609,1.188,1.421,2.591,4.876,1.576,righthook
828,0.355,0.159,0.229,0.483,0.589,0.787,leftnopunch
829,0.042,0.047,0.078,0.073,0.095,0.097,lefthook
830,0.209,0.273,0.368,1.678,1.855,1.493,leftnopunch
831,0.109,0.067,0.049,0.09,0.049,0.115,rightuppercut
832,2.075,2.095,4.563,15.455,16.541,11.573,righthook
833,0.27,0.465,0.304,0.934,1.129,0.661,jab
834,0.259,0.269,0.179,0.379,0.434,0.447,leftnopunch
835,3.866,2.04,1.351,3.957,10.489,12.185,leftuppercut
836,0.34,0.135,0.434,1.582,2.383,1.592,rightnopunch
837,2.104,4.579,2.395,9.01,10.907,7.175,jab
838,0.655,2.733,1.156,4.926,4.936,3.517,jab
839,0.209,0.096,0.215,0.165,0.433,0.196,lefthook
840,1.562,1.063,0.942,2.157,7.128,3.643,leftuppercut
841,1.063,0.103,0.184,0.242,0.742,0.918,rightuppercut
842,2.94,5.448,2.374,7.51,11.161,7.985,jab
843,0.178,0.15,0.071,0.173,0.366,0.244,jab
844,0.389,0.197,0.191,0.727,0.518,0.716,leftnopunch
845,1.13,0.314,0.387,0.741,1.567,2.259,rightuppercut
846,0.554,0.169,0.263,0.623,0.477,0.567,leftnopunch
847,0.879,3.157,2.217,4.928,6.308,3.794,cross
848,0.533,0.214,0.219,0.618,0.301,0.539,leftnopunch
849,0.821,2.395,1.988,6.004,5.472,4.777,cross
850,0.221,0.182,0.168,0.88,0.484,0.652,leftnopunch
851,2.12,3.436,1.019,4.144,11.215,9.926,leftuppercut
852,2.568,1.278,0.773,2.431,9.959,6.993,leftuppercut
853,3.58,2.059,2.129,7.051,14.467,13.363,righthook
854,1.154,4.985,3.019,8.28,7.494,5.701,jab
855,1.557,0.772,0.338,0.714,0.712,1.517,righthook
856,1.45,2.221,0.935,3.084,5.647,2.287,jab
857,0.235,0.983,0.51,1.501,0.673,0.511,leftuppercut
858,0.398,0.257,0.201,0.808,0.489,1.072,rightnopunch
859,0.19,0.187,0.297,0.645,0.291,0.508,rightnopunch
860,0.503,1.822,1.803,2.949,2.584,1.221,righthook
861,2.639,1.107,2.274,4.565,7.704,5.865,righthook
862,0.161,0.128,0.096,0.245,0.255,0.111,rightnopunch
863,2.004,2.305,3.098,17.106,13.805,11.097,lefthook
864,1.642,4.042,2.527,8.655,11.145,6.798,jab
865,0.716,1.607,1.597,8.19,5.023,3.537,cross
866,0.069,0.116,0.056,0.159,0.09,0.145,cross
867,1.212,1.769,1.169,2.315,5.445,1.754,rightuppercut
868,0.159,0.276,0.287,2.059,1.681,1.414,leftnopunch
869,0.806,1.102,1.383,1.31,2.443,0.896,rightuppercut
870,0.3,0.658,0.968,2.716,3.721,2.512,rightnopunch
871,0.754,3.674,2.113,6.13,4.815,4.143,cross
872,1.549,2.549,1.381,5.151,8.74,4.187,cross
873,0.499,0.255,0.144,0.516,0.355,0.695,leftnopunch
874,1.874,1.987,3.785,15.061,14.176,10.695,lefthook
875,0.238,0.317,0.258,0.402,0.75,0.557,leftnopunch
876,0.631,1.779,1.79,2.302,7.813,2.762,cross
877,0.507,0.173,0.049,0.159,0.466,0.782,rightuppercut
878,1.269,0.7,0.593,3.052,2.285,2.192,lefthook
879,2.076,0.954,2.242,5.278,7.775,5.944,righthook
880,0.532,0.531,0.52,0.556,1.198,0.755,lefthook
881,1.365,1.627,2.73,6.583,5.344,8.959,lefthook
882,0.513,0.562,0.606,1.13,1.259,0.627,righthook
883,0.744,2.029,1.318,2.526,5.116,1.611,cross
884,0.981,1.338,1.78,6.554,3.558,3.268,righthook
885,0.776,1.285,2.775,8.162,6.604,3.917,righthook
886,2.089,1.803,0.776,3.301,11.05,7.003,leftuppercut
887,4.225,1.723,2.644,5.443,15.35,12.935,righthook
888,0.62,1.05,0.583,1.65,0.973,0.676,leftuppercut
889,1.207,1.534,2.85,10.881,14.95,7.129,righthook
890,3.063,1.681,2.645,4.077,14.217,13.127,lefthook
891,4.079,3.16,1.897,5.277,16.207,17.766,leftuppercut
892,2.343,3.743,1.796,3.48,12.244,12.057,leftuppercut
