"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.962788914E0,2.355289459E-2,4.527950287E-2,-2.240242958E-1
4.982669382E0,-5.789995193E-2,-6.171035767E-2,-1.887872219E-1
5.002559382E0,-1.489300728E-1,-1.892652512E-1,-4.648733139E-2
5.022470789E0,-1.551058292E-1,-1.598358154E-1,-4.390025139E-2
5.042363757E0,-8.337521553E-2,-6.882286072E-2,-2.397913933E-1
5.062226830E0,-6.315779686E-2,-1.630992889E-1,-2.472555637E-1
5.082132768E0,-2.540159225E-1,-3.599367142E-1,-2.198910713E-1
5.102003028E0,-5.247970819E-1,-4.437446594E-1,-3.299736977E-1
5.121911518E0,-5.577057600E-1,-3.166875839E-1,-3.372566700E-1
5.141795320E0,-4.898092747E-1,4.200077057E-2,-1.119344234E-1
5.161682924E0,-8.116147518E-1,3.282222748E-1,3.039636612E-1
5.181563862E0,-1.408633471E0,5.702848434E-1,4.699165821E-1
5.201460372E0,-1.754260540E0,1.010156631E0,6.094172001E-1
5.221352091E0,-2.287015676E0,2.030287743E0,1.695719957E0
5.241240685E0,-2.787859678E0,2.834933281E0,2.421329260E0
5.261136778E0,-2.109184504E0,2.888508797E0,2.634341478E0
5.280998757E0,-7.965290546E-1,3.171520233E0,2.958742380E0
5.300901414E0,-1.690162063E0,4.260086060E0,3.334016323E0
5.320782820E0,-3.466152191E0,5.246307373E0,3.165440083E0
5.340691101E0,-4.520488739E0,6.587150574E0,2.326140881E0
5.360566153E0,-5.210670948E0,7.827312469E0,-3.299508095E-1
5.380498237E0,-5.859704494E0,8.071428299E0,-3.938981295E0
5.400386570E0,-5.537481785E0,8.466432571E0,-5.535851955E0
5.420249695E0,-4.781088352E0,9.707933426E0,-6.330412865E0
5.440139018E0,-5.412967682E0,9.770626068E0,-9.102113724E0
5.460010424E0,-8.047902107E0,6.984930992E0,-1.194418526E1
5.479893028E0,-1.000803375E1,4.677271843E-1,-1.146249866E1
5.499808028E0,-1.010942459E1,-1.025996208E1,-4.563623428E0
5.519669487E0,-9.428775787E0,-2.313999748E1,2.266414165E0
5.539580841E0,-6.180568695E0,-3.410908508E1,-1.336174011E-1
5.559467455E0,-2.550804138E0,-3.435378265E1,-1.838270664E0
5.579381414E0,4.306058407E0,-2.052389336E1,-1.559270382E0
5.599249226E0,-1.498107910E0,-8.669886589E0,-2.732898235E0
5.619144226E0,-6.904105663E0,-8.975834846E0,-8.177337646E-1
5.639031518E0,-2.136276484E0,-8.171022415E0,3.337244034E0
5.658913132E0,-6.524536610E-1,-1.232199097E1,-3.933295727E0
5.678830997E0,-3.801760674E-1,-1.156025696E1,-4.031243324E0
5.698678028E0,-3.299472332E-1,-9.460532188E0,-3.941507339E-1
5.718579539E0,-2.046869755E0,-8.508927345E0,-6.876449585E-1
5.738478966E0,-1.238043785E0,-5.616741180E0,-2.071153164E0
5.758393080E0,-6.500244141E-3,-1.727453232E0,-3.369533539E0
5.778287976E0,-4.056334496E-1,5.329608917E-2,-4.166805267E0
5.798139591E0,-2.634713173E0,3.116655350E-1,-4.383576393E0
5.818031987E0,-4.383822441E0,1.917542458E0,-3.889191389E0
5.837931101E0,-3.691338539E0,3.058613300E0,-3.829043388E0
5.857811882E0,-2.872917652E0,3.777904510E0,-2.070067883E0
5.877716935E0,-2.257418633E0,4.071346760E0,3.091912270E-1
5.897590789E0,-1.881503582E0,3.339527130E0,5.549516678E-1
5.917497455E0,-1.606909752E0,2.934255600E0,6.657629013E-1
5.937403549E0,-1.700900674E0,3.079253197E0,2.629386663E0
5.957262195E0,-2.317471981E0,2.887810707E0,3.255405426E0
5.977168289E0,-2.804022074E0,2.601389885E0,2.016820431E0
5.997040320E0,-3.194585085E0,2.974478722E0,2.046866894E0
6.016931882E0,-3.671003342E0,2.854026794E0,2.877619743E0
6.036830320E0,-4.091010094E0,2.532585144E0,3.063608646E0
6.056701518E0,-4.188108444E0,2.452128410E0,2.271232367E0
6.076600007E0,-3.658767223E0,1.950109482E0,1.061629534E0
6.096508289E0,-2.223571301E0,1.652914047E0,1.137594461E0
6.116383080E0,-1.665691495E0,1.558474541E0,1.514132977E0
6.136255216E0,-1.770786047E0,1.256611824E0,1.075149059E0
6.156146518E0,-2.187319517E0,9.598970413E-1,3.775143623E-1
6.176055372E0,-1.605087042E0,3.301620483E-1,4.867253304E-1
6.195919330E0,-5.126566887E-1,-2.095127106E-2,1.163452148E0
6.215835685E0,2.425563335E-2,8.345222473E-2,7.074525356E-1
6.235713289E0,3.035378456E-2,3.404102325E-1,-2.732779980E-1
6.255596987E0,-2.420561314E-1,5.142068863E-1,-1.183359504E0
6.275501726E0,-3.760674000E-1,7.399520874E-1,-8.557435274E-1
6.295384903E0,-6.785820723E-1,7.440719604E-1,-2.510857582E-2
6.315255216E0,-8.339835405E-1,5.516624451E-1,-2.400105000E-1
6.335155893E0,-4.846576452E-1,5.921859741E-1,-5.369498730E-1
6.355030164E0,-1.290628910E-1,4.140148163E-1,-1.129972935E-1
6.374940424E0,1.703853607E-1,2.599639893E-1,2.611591816E-1
6.394824018E0,1.440234184E-1,2.464084625E-1,1.289625168E-1
